"","ID","Gender","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q31","Q32","total"
"226","4599","Male",3,3,5,4,4,4,5,4,4,4,5,4,3,4,4,4,5,4,3,4,5,4,4,5,4,102
"227","4602","Female",4,4,4,5,4,5,5,4,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,115
"228","4606","Female",4,4,5,5,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5,5,4,4,5,5,115
"229","4607","Female",4,5,4,5,4,4,5,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,4,5,5,115
"230","4608","Female",4,4,5,4,4,5,4,4,3,3,4,3,4,4,5,4,4,3,4,5,5,4,4,5,5,103
"231","4609","Male",4,4,5,5,5,5,5,4,5,4,5,5,3,2,4,5,5,5,5,5,5,5,4,5,5,114
"232","4610","Female",4,3,4,3,4,4,4,3,3,4,4,5,4,3,4,5,5,4,2,5,4,4,4,4,4,97
"233","4615","Male",3,4,4,4,5,4,3,3,4,3,5,4,3,4,3,5,4,4,4,4,3,4,4,4,2,94
"234","4616","Male",4,5,4,5,5,4,5,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,99
"235","4617","Female",3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,5,4,4,3,5,5,96
"236","4619","Male",5,4,4,4,5,4,4,4,3,4,3,5,5,4,1,5,5,5,4,5,5,5,5,5,5,108
"237","4621","Male",5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,122
"238","4626","Male",4,4,4,5,5,5,5,5,3,3,4,4,4,5,4,4,5,4,4,5,5,5,4,5,5,110
"239","4627","Female",4,4,4,4,4,4,4,3,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,109
"240","4656","Female",3,3,3,3,4,4,3,3,3,3,3,4,4,5,2,3,5,3,5,5,5,5,5,4,5,95
"241","4668","Male",3,4,5,4,5,3,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,5,3,5,4,102
"242","4686","Male",5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,120
"243","4693","Female",5,5,5,5,5,4,4,5,4,4,4,4,4,3,3,4,5,3,4,4,5,4,3,5,5,106
"244","4697","Female",4,4,4,4,4,3,4,3,5,1,4,3,2,3,4,4,4,4,4,5,5,4,4,5,5,96
"245","4702","Female",3,2,4,4,4,4,4,4,2,3,4,3,3,3,2,3,3,2,2,4,3,2,2,3,3,76
"246","4704","Female",5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,121
"247","4708","Female",5,5,5,5,4,5,5,5,5,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,120
"248","4710","Female",5,5,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,121
"249","4712","Female",4,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,120
"250","4716","Female",4,5,4,5,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,4,4,5,5,111
"251","4717","Female",4,4,5,5,4,4,4,4,3,4,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,111
"252","4720","Female",5,5,5,5,5,5,5,5,4,4,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,118
"253","4722","Female",5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,122
"254","4723","Female",4,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,118
"255","4725","Female",5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,122
"256","4727","Female",5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,121
"257","4730","Female",5,5,4,4,4,4,4,5,3,5,3,4,3,4,3,4,5,5,5,5,4,4,5,5,5,107
"258","4734","Female",3,5,4,5,4,5,4,4,4,4,4,5,3,5,4,4,4,4,5,5,4,4,4,5,5,107
"259","4737","Female",3,3,4,4,3,5,4,5,2,4,5,4,3,3,3,3,4,3,2,3,4,4,3,3,3,87
"260","4739","Male",3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,90
"261","4740","Male",4,4,3,3,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,91
"262","4743","Female",3,3,4,3,5,3,4,5,5,5,5,5,4,3,4,4,5,3,5,5,4,5,3,4,5,104
"263","4746","Male",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
"264","4748","Male",3,3,4,3,4,3,3,5,4,5,3,4,5,3,3,5,4,5,5,5,4,4,4,4,5,100
"265","4750","Male",4,4,5,5,5,3,3,5,1,1,1,1,3,1,1,2,1,1,1,5,5,3,1,4,5,71
"266","4752","Male",4,3,4,3,5,4,4,5,3,5,5,4,4,4,4,5,5,5,4,4,5,5,4,5,5,108
"267","4753","Male",4,4,4,4,5,4,4,4,5,4,5,5,4,4,5,5,5,4,4,5,5,3,4,4,5,109
"268","4754","Male",1,3,4,4,4,4,4,5,4,4,3,4,3,3,3,3,4,3,3,5,4,4,4,4,4,91
"269","4755","Male",4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,104
"270","4756","Male",3,4,5,4,4,4,3,5,3,5,4,5,5,5,3,5,5,4,5,5,5,4,5,5,3,108
"271","4757","Male",4,4,5,4,5,5,4,5,3,5,5,4,4,4,5,4,5,5,5,3,5,4,4,5,5,111
"272","4758","Male",5,5,4,4,4,5,4,5,5,5,5,5,3,3,5,4,5,4,5,5,5,5,4,5,5,114
"273","4760","Male",4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,4,2,4,3,4,5,4,4,5,5,95
"274","4761","Male",4,4,5,5,5,5,5,5,3,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,118
"275","4762","Male",3,3,4,4,3,4,4,2,3,4,4,4,3,4,3,4,5,4,2,5,4,5,3,5,4,93
"276","4763","Female",4,3,2,4,3,5,3,3,4,3,4,4,4,4,3,5,4,3,4,5,5,5,4,5,5,98
"277","4764","Male",4,4,4,4,3,4,4,4,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,112
"278","4765","Male",5,5,5,5,5,5,4,5,5,3,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,118
"279","4767","Male",4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96
"280","4768","Male",4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,5,5,109
"281","4770","Female",4,3,3,4,3,4,3,3,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,5,5,101
"282","4771","Female",4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,98
"283","4773","Male",4,5,5,5,4,5,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,119
"284","4775","Female",4,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,118
"285","4777","Male",5,4,5,5,4,5,5,3,3,3,3,3,3,4,3,5,4,4,5,5,5,2,4,5,5,102
"286","4778","Female",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,124
"287","4779","Male",5,5,5,3,3,5,2,3,5,4,5,4,4,5,3,3,5,5,5,4,4,5,4,5,5,106
"288","4780","Female",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,4,5,5,105
"289","4781","Male",4,4,5,5,3,4,4,3,2,4,3,3,4,3,2,4,3,3,3,5,4,4,4,5,5,93
"290","4782","Female",3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,5,4,4,3,4,4,97
"291","4783","Male",4,4,4,5,2,4,4,3,4,3,4,3,3,4,2,4,3,2,3,5,5,4,2,5,5,91
"292","4784","Male",1,3,4,3,1,4,4,3,2,2,3,3,4,4,2,5,4,2,1,4,4,3,1,5,4,76
"293","4785","Male",3,5,5,5,2,5,4,3,5,4,5,5,4,5,2,5,5,5,4,5,5,5,4,5,5,110
"294","4786","Male",4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,4,5,4,4,5,5,5,4,5,5,104
"295","4787","Female",3,4,4,4,3,4,4,3,3,3,3,2,3,4,4,3,4,3,3,4,4,4,4,4,5,89
"296","4789","Male",4,4,4,4,3,4,5,4,4,5,4,4,2,3,3,5,5,5,5,5,5,5,5,5,5,107
"297","4795","Male",3,4,4,4,4,4,3,4,5,2,5,4,3,4,1,3,4,4,4,3,5,5,5,5,5,97
"298","4799","Male",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,102
"299","4801","Female",5,4,5,4,3,5,5,3,3,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,114
"300","4802","Female",4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,91
"301","4803","Female",3,3,4,4,3,4,4,3,2,3,2,4,2,3,3,4,4,3,3,4,4,3,3,4,4,83
"302","4805","Male",4,3,3,3,3,4,4,2,4,3,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,92
"303","4806","Male",3,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,98
"304","4807","Male",4,4,4,4,3,4,4,2,5,4,4,4,5,5,4,5,4,4,5,5,4,4,5,4,4,104
"305","4813","Male",5,5,5,4,3,5,3,1,5,5,4,4,3,4,2,2,4,2,5,5,5,5,4,5,5,100
"306","4814","Female",4,3,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,95
"307","4815","Male",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
"308","4816","Male",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,123
"309","4817","Male",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
"310","4819","Male",4,4,4,5,4,4,4,4,5,4,3,5,4,4,4,5,5,5,4,5,5,5,5,5,5,111
"311","4821","Female",5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,122
"312","4822","Female",4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5,117
"313","4824","Male",4,5,4,4,5,5,5,5,2,4,4,3,5,4,5,4,4,3,4,5,5,4,5,5,4,107
"314","4825","Male",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,98
"315","4826","Male",5,5,5,5,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,121
"316","4828","Male",4,4,2,5,3,4,4,4,2,3,3,4,3,3,3,4,4,2,3,4,4,3,4,4,4,87
"317","4829","Female",3,3,5,4,3,4,3,2,4,3,4,4,4,4,2,3,4,3,3,4,4,3,4,4,4,88
"318","4830","Male",3,3,3,3,5,3,3,4,5,4,5,5,4,4,4,5,4,2,4,5,5,3,5,5,5,101
"319","4831","Female",4,3,5,5,3,5,4,4,3,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,110
"320","4832","Female",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,121
"321","4833","Male",3,4,5,4,3,4,5,3,4,3,3,3,3,3,3,5,5,3,3,5,5,4,3,5,5,96
"322","4836","Male",5,5,5,5,5,5,5,5,4,3,4,4,3,4,3,4,4,4,4,5,5,4,4,5,5,109
"323","4838","Male",2,3,4,3,4,4,4,4,4,4,1,2,2,3,1,4,1,2,4,4,4,3,4,4,3,78
"324","4839","Female",4,2,2,4,3,4,4,3,3,3,3,4,3,3,4,5,4,4,2,4,4,3,4,4,4,87
"325","4841","Female",4,4,3,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,113
"326","4845","Female",4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,5,5,4,5,4,4,5,106
"327","4846","Male",5,4,5,5,3,5,5,4,3,4,4,2,4,4,3,4,4,5,4,5,5,4,5,5,5,106
"328","4848","Female",5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,5,5,113
"329","4850","Male",2,3,4,4,4,4,4,3,3,4,2,3,2,3,4,3,3,2,4,4,4,4,3,4,4,84
"330","4855","Male",3,2,3,4,3,2,4,2,3,5,3,2,1,3,1,5,3,3,4,4,2,3,4,5,4,78
"331","4860","Male",4,4,4,5,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,5,96
"332","4861","Female",4,4,3,3,3,4,3,3,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,5,5,98
"333","4862","Female",5,5,5,5,5,5,3,4,3,4,4,4,3,3,4,4,4,4,5,5,5,5,4,5,5,108
"334","4863","Female",4,5,5,5,3,4,5,5,3,4,3,3,4,4,4,2,4,3,5,4,4,4,4,4,4,99
"335","4868","Female",4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,120
"336","4869","Male",5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,121
"337","4870","Male",4,3,4,4,4,4,4,4,1,3,3,2,3,2,4,4,4,3,3,3,4,3,3,3,4,83
"338","4871","Female",4,4,5,5,5,4,4,3,3,3,3,4,3,4,3,4,4,4,5,4,5,4,4,4,5,100
"339","4874","Male",3,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,5,3,5,5,5,98
"340","4878","Female",4,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,119
"341","4879","Male",4,5,5,5,3,5,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4,114
"342","4880","Male",2,3,5,5,5,5,5,4,3,4,5,4,3,2,2,5,5,5,5,5,5,5,5,5,5,107
"343","4884","Female",5,4,5,4,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,116
"344","4885","Female",5,5,5,4,5,5,4,4,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,116
"345","4886","Female",4,3,4,4,5,4,3,4,5,5,4,5,3,4,4,5,5,5,5,5,4,4,5,5,5,109
"346","4887","Male",4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,4,4,4,3,4,105
"347","4888","Female",5,4,5,5,5,5,5,5,5,5,5,4,1,5,1,4,4,5,5,5,5,5,5,5,4,112
"348","4896","Female",5,3,4,4,5,5,4,5,3,5,5,5,4,2,3,5,5,5,5,5,5,5,5,5,5,112
"349","4897","Male",4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,5,4,102
"350","4898","Female",5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,3,4,3,5,5,4,3,5,5,111
"351","4899","Female",4,4,5,5,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4,4,5,4,5,4,106
"352","4900","Male",4,4,5,4,5,4,5,5,4,4,5,4,3,4,3,4,5,4,4,5,5,5,3,5,5,108
"353","4901","Female",5,5,4,4,4,5,4,4,3,3,4,4,4,4,2,4,5,5,3,5,5,5,5,4,4,104
"354","4902","Female",3,4,4,4,4,3,5,4,4,4,4,4,4,5,2,3,4,3,2,5,5,4,2,5,5,96
"355","4903","Female",4,2,4,3,4,3,4,4,5,4,3,5,4,5,4,5,5,4,4,5,4,5,4,5,5,104
"356","4904","Male",5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,5,5,117
"357","4906","Female",5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,117
"358","4907","Male",3,4,4,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,96
"359","4908","Female",4,4,4,5,4,5,5,5,3,4,4,5,5,4,4,5,5,4,4,4,5,4,4,5,5,110
"360","4909","Female",3,4,4,4,4,5,5,4,5,3,5,4,3,4,5,4,3,4,5,4,4,5,4,4,4,103
"361","4910","Female",4,4,4,5,3,4,5,3,4,5,4,4,4,4,5,5,4,4,3,5,5,4,4,5,5,106
"362","4911","Female",5,5,4,4,4,5,5,4,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,116
"363","4912","Female",5,5,5,5,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,4,103
"364","4913","Male",2,3,5,4,3,4,4,4,4,4,3,3,4,4,5,4,5,4,3,5,4,5,3,4,4,97
"365","4914","Female",3,3,5,4,4,5,4,4,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,113
"366","4917","Male",4,3,4,4,4,4,4,4,5,5,5,4,4,3,5,4,4,5,4,4,4,5,4,4,4,104
"367","4919","Female",4,5,4,5,5,4,4,5,3,5,3,4,4,3,4,4,4,4,4,5,4,5,5,5,5,107
"368","4920","Female",5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,5,4,5,5,5,5,5,5,115
"369","4921","Female",3,3,4,4,5,4,3,4,4,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,4,106
"370","4922","Female",3,5,5,4,4,4,3,4,5,4,4,4,4,4,4,5,4,5,2,5,5,5,4,5,5,106
"371","4926","Female",3,3,4,3,3,2,3,3,3,4,3,3,2,2,3,3,4,5,5,4,3,4,5,2,2,81
"372","4927","Female",4,3,3,4,3,5,4,3,3,5,4,4,5,4,3,4,4,4,4,4,5,4,4,4,4,98
"373","5762","Male",5,4,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
"374","8291","Male",3,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1,1,2,39
"375","?","Female",4,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,5,5,107
"376","4272A","Male",4,4,4,3,4,4,5,3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,113
"377","4279F","Female",5,4,5,4,4,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,114
"378","4281F","Female",4,3,5,4,3,5,4,3,5,5,5,4,4,3,4,4,5,4,4,5,5,5,4,5,5,107
"379","4293F","Female",5,5,5,4,5,4,5,3,4,5,5,3,5,5,4,5,5,4,5,5,5,5,4,5,5,115
"380","4294F","Female",5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,118
"381","4310R","Female",4,3,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3,3,4,3,3,4,3,3,4,87
"382","4368F","Female",4,4,4,3,4,3,4,4,4,5,5,5,4,3,5,4,5,5,3,3,5,5,5,3,4,103
"383","4381R","Male",4,5,4,5,4,4,5,4,5,5,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,113
"384","4408F","Female",3,4,4,5,4,4,4,3,3,5,4,4,4,3,4,4,4,4,4,5,5,4,4,5,5,102
"385","4419C","Male",4,3,3,4,4,4,4,3,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,88
"386","4538F","Female",4,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,107
"387","4571A","Female",4,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,4,5,4,3,4,5,94
"388","459l","Male",4,5,3,4,4,4,5,5,4,3,4,4,4,2,5,3,4,4,4,5,4,5,4,4,5,102
"389","4739B","Male",3,5,5,5,3,5,3,3,3,5,5,3,3,5,3,4,5,3,3,5,5,1,3,5,5,98
"390","4755B","Male",3,1,3,1,3,4,3,3,3,4,5,5,5,3,4,5,3,4,3,4,5,4,4,5,4,91
"391","4756B","Male",4,5,4,4,5,4,4,5,4,4,5,4,3,3,5,4,3,5,4,5,5,5,4,5,5,108
"392","4760F","Female",5,4,4,4,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,118
"393","4765F","Female",4,4,5,4,4,5,4,4,5,5,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,114
"394","effe","Female",4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,99
