"","ID","Q08post","Q09Post","Q10post","Q11post","Q12post","Q13post","Q14Post","Q15post","Q16post","Q17post","Q18post","Q19post","Q20post","Q21post","Q22post","Q24post"
"354","4906",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"355","4907",1,NA,NA,1,1,0,0,0,0,1,1,0,1,0,1,0
"356","4908",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"357","4909",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"358","4910",1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,0
"359","4911",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"360","4912",1,1,1,1,1,1,0,1,1,1,1,1,NA,NA,1,0
"361","4913",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"362","4914",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"363","4917",1,1,1,1,0,1,NA,NA,1,1,1,1,0,1,1,1
"364","4919",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"365","4920",1,1,1,0,0,0,NA,NA,0,1,1,1,NA,NA,1,1
"366","4921",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"367","4922",1,1,1,0,1,0,0,1,1,1,1,1,NA,1,NA,1
"368","4926",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"369","4927",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"370","5762",0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","8291",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
"372","?",1,NA,NA,0,1,0,1,1,0,1,0,1,0,0,NA,0
"373","4272A",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"374","4279F",1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"375","4281F",1,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,0
"376","4293F",1,1,1,0,1,0,1,1,0,1,0,NA,0,0,1,0
"377","4294F",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"378","4310R",1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
"379","4381R",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"380","4408F",1,NA,NA,0,0,0,0,1,0,0,0,1,NA,NA,1,0
"381","4419C",1,1,0,0,1,0,NA,NA,0,1,0,1,1,NA,1,0
"382","4538F",0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0
"383","45710",0,1,0,0,1,0,NA,NA,1,1,1,1,0,NA,1,0
"384","4593",1,1,0,1,0,0,0,1,1,0,1,1,NA,0,NA,1
"385","4739B",1,0,1,0,1,0,1,0,0,1,0,0,NA,NA,0,0
"386","4755B",1,1,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,1
"387","4756B",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"388","4760F",1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"389","4765F",1,NA,NA,1,1,1,0,1,0,1,0,0,NA,1,1,0
"390","4468",NA,NA,NA,NA,1,1,NA,NA,NA,1,1,0,0,NA,NA,1
"391","4368F",NA,NA,NA,NA,0,1,NA,NA,1,1,1,0,1,1,NA,1
