"","ID","Q08post","Q09post","Q10post","Q11post","Q12post","Q13post","Q14post","Q15post","Q16post","Q17post","Q18post","Q19post","Q20post","Q21post","Q22post","Q24post"
"350","4862",1,1,1,1,1,1,0,1,1,0,1,1,0.5,1,1,1
"351","4861",0,0,0,1,1,1,0,1,1,1,1,1,1,0.5,1,0
"352","4871",1,1,0,1,1,1,NA,NA,1,1,0,0,0.5,1,1,0
"353","4874",1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0
"354","4870",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"355","4863",1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0
"356","4868",1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
"357","4897",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"358","4919",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"359","4908",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"360","4910",1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,0
"361","4914",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"362","4880",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"363","4912",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0
"364","4922",1,1,1,0,1,0,1,1,1,1,1,1,0.5,1,NA,1
"365","4878",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"366","4884",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"367","4879",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"368","4885",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"369","4911",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"370","4909",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"371","4900",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"372","4927",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"373","4904",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"374","4906",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"375","4917",1,1,1,1,0,1,NA,NA,1,1,1,1,0,1,1,1
"376","4921",1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"377","4902",1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
"378","4896",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"379","4886",1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
"380","4903",1,0,1,0,1,1,NA,NA,1,1,0,1,0.5,0.5,1,0
"381","4926",1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"382","4898",1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"383","4888",1,1,1,1,1,1,NA,NA,1,1,0,1,1,1,1,0
"384","4887",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"385","4901",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"386","4920",1,1,1,0,0,0,NA,NA,0,1,1,1,0.5,0.5,1,1
"387","4899",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"388","4907",1,NA,NA,1,1,0,1,0,0,1,1,0,1,0,1,0
"389","4913",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"390","4933",1,1,0,0,1,0,0,0,0,1,0,1,0.5,1,1,0
"391","4937",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"392","4950",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"393","4932",1,0,1,1,0,1,0.5,NA,1,1,1,1,1,1,1,0
"394","4957",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"395","4930",1,0,1,1,1,1,1,1,0,1,0,0,0.5,0.5,1,1
"396","4946",1,0,1,1,1,1,0.5,NA,1,1,1,1,1,1,1,1
"397","4956",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"398","4954",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"399","4928",1,1,1,1,1,1,0.5,NA,1,1,1,1,1,1,1,1
"400","4952",1,0.5,NA,1,0,1,0.5,NA,1,0,1,1,1,0.5,1,1
"401","4947",1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1
"402","4942",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"403","4929",1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"404","4948",1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0
"405","4936",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"406","4943",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"407","4941",1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
"408","4934",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"409","4935",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"410","4931",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"411","4949",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
"412","4368F",NA,1,NA,NA,0,1,1,NA,1,1,1,0,1,1,NA,1
"413","4468",NA,0,NA,NA,1,1,0,NA,NA,1,1,0,0,0.5,NA,1
