"","ID","Question","Response","value"
"1157","4297","Q12post","it has half the volume of the original block",1
"1158","4299","Q12post","it has half the volume of the original block",1
"1159","4300","Q12post","it has half the volume of the original block",1
"1160","4301","Q12post","it has half the volume of the original block",1
"1161","4302","Q12post","it has the same volume as the original block",0
"1162","4304","Q12post","it has twice the volume of the original block",0
"1163","4305","Q12post","it has half the volume of the original block",1
"1164","4306","Q12post","it has half the volume of the original block",1
"1165","4309","Q12post","it has half the volume of the original block",1
"1166","4310","Q12post","it has the same volume as the original block",0
"1167","4313","Q12post","it has half the volume of the original block",1
"1168","4314","Q12post","it has the same volume as the original block",0
"1169","4315","Q12post","it has half the volume of the original block",1
"1170","4316","Q12post","it has the same volume as the original block",0
"1171","4318","Q12post","it has the same volume as the original block",0
"1172","4319","Q12post","it has twice the volume of the original block",0
"1173","4321","Q12post","it has half the volume of the original block",1
"1174","4322","Q12post","it has half the volume of the original block",1
"1175","4323","Q12post","it has half the volume of the original block",1
"1176","4324","Q12post","it has half the volume of the original block",1
"1177","4326","Q12post","it has half the volume of the original block",1
"1178","4327","Q12post","it has half the volume of the original block",1
"1179","4328","Q12post","it has half the volume of the original block",1
"1180","4333","Q12post","it has half the volume of the original block",1
"1181","4334","Q12post","it has the same volume as the original block",0
"1182","4335","Q12post","it has half the volume of the original block",1
"1183","4339","Q12post","it has half the volume of the original block",1
"1184","4341","Q12post","it has half the volume of the original block",1
"1185","4342","Q12post","it has half the volume of the original block",1
"1186","4343","Q12post","it has half the volume of the original block",1
"1187","4344","Q12post","it has half the volume of the original block",1
"1188","4347","Q12post","it has half the volume of the original block",1
"1189","4348","Q12post","it has half the volume of the original block",1
"1190","4350","Q12post","it has half the volume of the original block",1
"1191","4353","Q12post","it has half the volume of the original block",1
"1192","4355","Q12post","it has half the volume of the original block",1
"1193","4356","Q12post","it has half the volume of the original block",1
"1194","4357","Q12post","it has twice the volume of the original block",0
"1195","4359","Q12post","it has half the volume of the original block",1
"1196","4360","Q12post","it has the same volume as the original block",0
"1197","4362","Q12post","it has the same volume as the original block",0
"1198","4363","Q12post","it has half the volume of the original block",1
"1199","4364","Q12post","it has half the volume of the original block",1
"1200","4367","Q12post","it has half the volume of the original block",1
"1201","4368","Q12post","it has half the volume of the original block",1
"1202","4371","Q12post","it has half the volume of the original block",1
"1203","4372","Q12post","it has half the volume of the original block",1
"1204","4373","Q12post","it has half the volume of the original block",1
"1205","4374","Q12post","it has half the volume of the original block",1
"1206","4376","Q12post","it has half the volume of the original block",1
"1207","4377","Q12post","it has half the volume of the original block",1
"1208","4378","Q12post","it has half the volume of the original block",1
"1209","4379","Q12post","it has half the volume of the original block",1
"1210","4380","Q12post","it has half the volume of the original block",1
"1211","4382","Q12post","it has half the volume of the original block",1
"1212","4383","Q12post","it has half the volume of the original block",1
"1213","4384","Q12post","it has the same volume as the original block",0
"1214","4390","Q12post","it has half the volume of the original block",1
"1215","4391","Q12post","it has twice the volume of the original block",0
"1216","4394","Q12post","it has half the volume of the original block",1
"1217","4396","Q12post","it has half the volume of the original block",1
"1218","4397","Q12post","it has half the volume of the original block",1
"1219","4400","Q12post","it has half the volume of the original block",1
"1220","4404","Q12post","it has half the volume of the original block",1
"1221","4406","Q12post","it has twice the volume of the original block",0
"1222","4407","Q12post","it has half the volume of the original block",1
"1223","4408","Q12post","it has half the volume of the original block",1
"1224","4410","Q12post","it has the same volume as the original block",0
"1225","4411","Q12post","it has the same volume as the original block",0
"1226","4413","Q12post","it has half the volume of the original block",1
"1227","4415","Q12post","it has half the volume of the original block",1
"1228","4417","Q12post","it has the same volume as the original block",0
"1229","4418","Q12post","it has half the volume of the original block",1
"1230","4419","Q12post","it has half the volume of the original block",1
"1231","4421","Q12post","it has half the volume of the original block",1
"1232","4422","Q12post","it has half the volume of the original block",1
"1233","4423","Q12post","it has half the volume of the original block",1
"1234","4426","Q12post","it has half the volume of the original block",1
"1235","4428","Q12post","it has half the volume of the original block",1
"1236","4429","Q12post","it has half the volume of the original block",1
"1237","4430","Q12post","it has half the volume of the original block",1
"1238","4431","Q12post","it has half the volume of the original block",1
"1239","4432","Q12post","it has the same volume as the original block",0
"1240","4433","Q12post","it has half the volume of the original block",1
"1241","4435","Q12post","it has twice the volume of the original block",0
"1242","4436","Q12post","it has half the volume of the original block",1
"1243","4437","Q12post","it has half the volume of the original block",1
"1244","4440","Q12post","it has half the volume of the original block",1
"1245","4447","Q12post","it has half the volume of the original block",1
"1246","4448","Q12post","it has half the volume of the original block",1
"1247","4449","Q12post","it has half the volume of the original block",1
"1248","4450","Q12post","it has half the volume of the original block",1
"1249","4451","Q12post","it has the same volume as the original block",0
"1250","4452","Q12post","it has half the volume of the original block",1
"1251","4453","Q12post","it has half the volume of the original block",1
"1252","4454","Q12post","it has half the volume of the original block",1
"1253","4455","Q12post","it has half the volume of the original block",1
"1254","4456","Q12post","it has half the volume of the original block",1
"1255","4457","Q12post","it has half the volume of the original block",1
"1256","4458","Q12post","it has half the volume of the original block",1
"1257","4459","Q12post","it has half the volume of the original block",1
"1258","4460","Q12post","it has half the volume of the original block",1
"1259","4461","Q12post","it has half the volume of the original block",1
"1260","4465","Q12post","it has the same volume as the original block",0
"1261","4466","Q12post","it has half the volume of the original block",1
"1262","4467","Q12post","it has half the volume of the original block",1
"1263","4468","Q12post","Same as",1
"1264","4475","Q12post","it has half the volume of the original block",1
"1265","4476","Q12post","it has twice the volume of the original block",0
"1266","4478","Q12post","it has half the volume of the original block",1
"1267","4479","Q12post","it has half the volume of the original block",1
"1268","4482","Q12post","it has the same volume as the original block",0
"1269","4485","Q12post","it has half the volume of the original block",1
"1270","4488","Q12post","it has half the volume of the original block",1
"1271","4491","Q12post","it has half the volume of the original block",1
"1272","4492","Q12post","it has half the volume of the original block",1
"1273","4495","Q12post","it has half the volume of the original block",1
"1274","4498","Q12post","it has the same volume as the original block",0
"1275","4499","Q12post","it has the same volume as the original block",0
"1276","4500","Q12post","it has half the volume of the original block",1
"1277","4501","Q12post","it has the same volume as the original block",0
"1278","4502","Q12post","it has half the volume of the original block",1
"1279","4503","Q12post","it has half the volume of the original block",1
"1280","4504","Q12post","it has the same volume as the original block",0
"1281","4505","Q12post","it has half the volume of the original block",1
"1282","4507","Q12post","it has half the volume of the original block",1
"1283","4509","Q12post","it has half the volume of the original block",1
"1284","4514","Q12post","it has half the volume of the original block",1
"1285","4515","Q12post","it has the same volume as the original block",0
"1286","4517","Q12post","it has half the volume of the original block",1
"1287","4518","Q12post","it has half the volume of the original block",1
"1288","4519","Q12post","it has the same volume as the original block",0
"1289","4524","Q12post","it has half the volume of the original block",1
"1290","4528","Q12post","it has half the volume of the original block",1
"1291","4531","Q12post","it has half the volume of the original block",1
"1292","4533","Q12post","it has the same volume as the original block",0
"1293","4535","Q12post","it has half the volume of the original block",1
"1294","4536","Q12post","it has half the volume of the original block",1
"1295","4537","Q12post","it has half the volume of the original block",1
"1296","4538","Q12post","it has half the volume of the original block",1
"1297","4540","Q12post","it has half the volume of the original block",1
"1298","4543","Q12post","it has half the volume of the original block",1
"1299","4545","Q12post","it has half the volume of the original block",1
"1300","4546","Q12post","it has half the volume of the original block",1
"1301","4549","Q12post","it has the same volume as the original block",0
"1302","4550","Q12post","it has half the volume of the original block",1
"1303","4551","Q12post","it has half the volume of the original block",1
"1304","4558","Q12post","it has half the volume of the original block",1
"1305","4559","Q12post","it has the same volume as the original block",0
"1306","4562","Q12post","it has twice the volume of the original block",0
"1307","4564","Q12post","it has half the volume of the original block",1
"1308","4566","Q12post","it has twice the volume of the original block",0
"1309","4568","Q12post","it has twice the volume of the original block",0
"1310","45719","Q12post","it has half the volume of the original block",1
"1311","4574","Q12post","it has twice the volume of the original block",0
"1312","4578","Q12post","it has twice the volume of the original block",0
"1313","4584","Q12post","it has half the volume of the original block",1
"1314","4585","Q12post","it has half the volume of the original block",1
"1315","4586","Q12post","it has half the volume of the original block",1
"1316","4589","Q12post","it has the same volume as the original block",0
"1317","4592","Q12post","it has half the volume of the original block",1
"1318","4596","Q12post","it has twice the volume of the original block",0
"1319","4598","Q12post","it has half the volume of the original block",1
"1320","4599","Q12post","it has half the volume of the original block",1
"1321","4602","Q12post","it has half the volume of the original block",1
"1322","4606","Q12post","it has half the volume of the original block",1
"1323","4607","Q12post","it has twice the volume of the original block",0
"1324","4608","Q12post","it has half the volume of the original block",1
"1325","4609","Q12post","it has the same volume as the original block",0
"1326","4610","Q12post","it has half the volume of the original block",1
"1327","4615","Q12post","it has twice the volume of the original block",0
"1328","4616","Q12post","it has half the volume of the original block",1
"1329","4617","Q12post","it has half the volume of the original block",1
"1330","4619","Q12post","it has half the volume of the original block",1
"1331","4621","Q12post","it has half the volume of the original block",1
"1332","4626","Q12post","it has the same volume as the original block",0
"1333","4627","Q12post","it has half the volume of the original block",1
"1334","4656","Q12post","it has half the volume of the original block",1
"1335","4668","Q12post","it has half the volume of the original block",1
"1336","4686","Q12post","it has twice the volume of the original block",0
"1337","4693","Q12post","it has half the volume of the original block",1
"1338","4697","Q12post","it has half the volume of the original block",1
"1339","4702","Q12post","it has half the volume of the original block",1
"1340","4704","Q12post","it has the same volume as the original block",0
"1341","4708","Q12post","it has the same volume as the original block",0
"1342","4710","Q12post","it has the same volume as the original block",0
"1343","4712","Q12post","it has half the volume of the original block",1
"1344","4716","Q12post","it has half the volume of the original block",1
"1345","4717","Q12post","it has half the volume of the original block",1
"1346","4720","Q12post","it has half the volume of the original block",1
"1347","4722","Q12post","it has half the volume of the original block",1
"1348","4723","Q12post","it has half the volume of the original block",1
"1349","4725","Q12post","it has half the volume of the original block",1
"1350","4727","Q12post","it has the same volume as the original block",0
"1351","4730","Q12post","it has half the volume of the original block",1
"1352","4734","Q12post","it has half the volume of the original block",1
"1353","4737","Q12post","it has twice the volume of the original block",0
"1354","4739","Q12post","it has half the volume of the original block",1
"1355","4740","Q12post","it has half the volume of the original block",1
"1356","4743","Q12post","it has twice the volume of the original block",0
"1357","4746","Q12post","it has half the volume of the original block",1
"1358","4748","Q12post","it has twice the volume of the original block",0
"1359","4753","Q12post","it has half the volume of the original block",1
"1360","4754","Q12post","it has twice the volume of the original block",0
"1361","4755","Q12post","it has twice the volume of the original block",0
"1362","4756","Q12post","it has twice the volume of the original block",0
"1363","4757","Q12post","it has the same volume as the original block",0
"1364","4758","Q12post","it has half the volume of the original block",1
"1365","4760","Q12post","it has half the volume of the original block",1
"1366","4761","Q12post","it has half the volume of the original block",1
"1367","4762","Q12post","it has half the volume of the original block",1
"1368","4763","Q12post","it has half the volume of the original block",1
"1369","4764","Q12post","it has half the volume of the original block",1
"1370","4765","Q12post","it has half the volume of the original block",1
"1371","4767","Q12post","it has half the volume of the original block",1
"1372","4768","Q12post","it has half the volume of the original block",1
"1373","4770","Q12post","it has half the volume of the original block",1
"1374","4771","Q12post","it has half the volume of the original block",1
"1375","4773","Q12post","it has half the volume of the original block",1
"1376","4775","Q12post","it has half the volume of the original block",1
"1377","4777","Q12post","it has half the volume of the original block",1
"1378","4778","Q12post","it has twice the volume of the original block",0
"1379","4779","Q12post","it has half the volume of the original block",1
"1380","4780","Q12post","it has half the volume of the original block",1
"1381","4781","Q12post","it has half the volume of the original block",1
"1382","4782","Q12post","it has the same volume as the original block",0
"1383","4783","Q12post","it has the same volume as the original block",0
"1384","4784","Q12post","it has half the volume of the original block",1
"1385","4785","Q12post","it has the same volume as the original block",0
"1386","4786","Q12post","it has half the volume of the original block",1
"1387","4787","Q12post","it has half the volume of the original block",1
"1388","4789","Q12post","it has half the volume of the original block",1
"1389","4795","Q12post","it has half the volume of the original block",1
"1390","4799","Q12post","it has half the volume of the original block",1
"1391","4801","Q12post","it has the same volume as the original block",0
"1392","4802","Q12post","it has half the volume of the original block",1
"1393","4803","Q12post","it has the same volume as the original block",0
"1394","4805","Q12post","it has twice the volume of the original block",0
"1395","4806","Q12post","it has the same volume as the original block",0
"1396","4807","Q12post","it has twice the volume of the original block",0
"1397","4813","Q12post","it has half the volume of the original block",1
"1398","4814","Q12post","it has the same volume as the original block",0
"1399","4815","Q12post","it has the same volume as the original block",0
"1400","4816","Q12post","it has half the volume of the original block",1
"1401","4817","Q12post","it has twice the volume of the original block",0
"1402","4819","Q12post","it has twice the volume of the original block",0
"1403","4821","Q12post","it has half the volume of the original block",1
"1404","4822","Q12post","it has half the volume of the original block",1
"1405","4824","Q12post","it has half the volume of the original block",1
"1406","4825","Q12post","it has the same volume as the original block",0
"1407","4826","Q12post","it has the same volume as the original block",0
"1408","4828","Q12post","it has half the volume of the original block",1
"1409","4829","Q12post","it has half the volume of the original block",1
"1410","4830","Q12post","it has half the volume of the original block",1
"1411","4831","Q12post","it has half the volume of the original block",1
"1412","4832","Q12post","it has half the volume of the original block",1
"1413","4833","Q12post","it has twice the volume of the original block",0
"1414","4836","Q12post","it has half the volume of the original block",1
"1415","4838","Q12post","it has twice the volume of the original block",0
"1416","4839","Q12post","it has half the volume of the original block",1
"1417","4841","Q12post","it has half the volume of the original block",1
"1418","4845","Q12post","it has half the volume of the original block",1
"1419","4846","Q12post","it has half the volume of the original block",1
"1420","4848","Q12post","it has half the volume of the original block",1
"1421","4850","Q12post","it has half the volume of the original block",1
"1422","4855","Q12post","it has the same volume as the original block",0
"1423","4860","Q12post","it has twice the volume of the original block",0
"1424","4861","Q12post","it has half the volume of the original block",1
"1425","4862","Q12post","it has half the volume of the original block",1
"1426","4863","Q12post","it has half the volume of the original block",1
"1427","4868","Q12post","it has the same volume as the original block",0
"1428","4869","Q12post","it has half the volume of the original block",1
"1429","4870","Q12post","it has the same volume as the original block",0
"1430","4871","Q12post","it has half the volume of the original block",1
"1431","4874","Q12post","it has half the volume of the original block",1
"1432","4878","Q12post","it has half the volume of the original block",1
"1433","4879","Q12post","it has half the volume of the original block",1
"1434","4880","Q12post","it has half the volume of the original block",1
"1435","4884","Q12post","it has half the volume of the original block",1
"1436","4885","Q12post","it has half the volume of the original block",1
"1437","4886","Q12post","it has the same volume as the original block",0
"1438","4887","Q12post","it has the same volume as the original block",0
"1439","4888","Q12post","it has half the volume of the original block",1
"1440","4896","Q12post","it has half the volume of the original block",1
"1441","4897","Q12post","it has half the volume of the original block",1
"1442","4898","Q12post","it has half the volume of the original block",1
"1443","4899","Q12post","it has half the volume of the original block",1
"1444","4900","Q12post","it has half the volume of the original block",1
"1445","4901","Q12post","it has the same volume as the original block",0
"1446","4902","Q12post","it has half the volume of the original block",1
"1447","4903","Q12post","it has half the volume of the original block",1
"1448","4904","Q12post","it has half the volume of the original block",1
"1449","4906","Q12post","it has half the volume of the original block",1
"1450","4907","Q12post","it has half the volume of the original block",1
"1451","4908","Q12post","it has half the volume of the original block",1
"1452","4909","Q12post","it has the same volume as the original block",0
"1453","4910","Q12post","it has half the volume of the original block",1
"1454","4911","Q12post","it has half the volume of the original block",1
"1455","4912","Q12post","it has half the volume of the original block",1
"1456","4913","Q12post","it has half the volume of the original block",1
"1457","4914","Q12post","it has half the volume of the original block",1
"1458","4917","Q12post","it has the same volume as the original block",0
"1459","4919","Q12post","it has half the volume of the original block",1
"1460","4920","Q12post","it has the same volume as the original block",0
"1461","4921","Q12post","it has half the volume of the original block",1
"1462","4922","Q12post","it has half the volume of the original block",1
"1463","4926","Q12post","it has half the volume of the original block",1
"1464","4927","Q12post","it has half the volume of the original block",1
"1465","5762","Q12post","it has half the volume of the original block",1
"1466","8291","Q12post","it has twice the volume of the original block",0
"1467","?","Q12post","it has half the volume of the original block",1
"1468","4272A","Q12post","it has half the volume of the original block",1
"1469","4279F","Q12post","it has half the volume of the original block",1
"1470","4281F","Q12post","it has half the volume of the original block",1
"1471","4293F","Q12post","it has half the volume of the original block",1
"1472","4294F","Q12post","it has half the volume of the original block",1
"1473","4310R","Q12post","it has half the volume of the original block",1
"1474","4368F","Q12post","Smaller than",0
"1475","4381R","Q12post","it has half the volume of the original block",1
"1476","4408F","Q12post","it has twice the volume of the original block",0
"1477","4419C","Q12post","it has half the volume of the original block",1
"1478","4538F","Q12post","it has half the volume of the original block",1
"1479","45710","Q12post","it has half the volume of the original block",1
"1480","4593","Q12post","it has the same volume as the original block",0
"1481","4739B","Q12post","it has half the volume of the original block",1
"1482","4755B","Q12post","it has half the volume of the original block",1
"1483","4756B","Q12post","it has the same volume as the original block",0
"1484","4760F","Q12post","it has half the volume of the original block",1
"1485","4765F","Q12post","it has half the volume of the original block",1
"1486","2919","Q13post","Smaller than",0
"1487","4022","Q13post","Smaller than",0
"1488","4219","Q13post","Bigger than",0
"1489","4224","Q13post","Bigger than",0
"1490","4229","Q13post","Same as",1
"1491","4230","Q13post","Same as",1
"1492","4232","Q13post","Same as",1
"1493","4235","Q13post","Same as",1
"1494","4236","Q13post","Same as",1
"1495","4240","Q13post","Smaller than",0
"1496","4241","Q13post","Same as",1
"1497","4242","Q13post","Smaller than",0
"1498","4243","Q13post","Same as",1
"1499","4244","Q13post","Smaller than",0
"1500","4245","Q13post","Smaller than",0
"1501","4246","Q13post","Same as",1
"1502","4247","Q13post","Same as",1
"1503","4248","Q13post","Same as",1
"1504","4249","Q13post","Same as",1
"1505","4250","Q13post","Same as",1
"1506","4251","Q13post","Smaller than",0
"1507","4254","Q13post","Smaller than",0
"1508","4257","Q13post","Smaller than",0
"1509","4258","Q13post","Smaller than",0
"1510","4259","Q13post","Same as",1
"1511","4260","Q13post","Bigger than",0
"1512","4261","Q13post","Same as",1
"1513","4262","Q13post","Bigger than",0
"1514","4264","Q13post","Same as",1
"1515","4267","Q13post","Smaller than",0
"1516","4268","Q13post","Same as",1
"1517","4269","Q13post","Same as",1
"1518","4271","Q13post","Same as",1
"1519","4272","Q13post","Same as",1
"1520","4273","Q13post","Same as",1
"1521","4274","Q13post","Same as",1
"1522","4275","Q13post","Same as",1
"1523","4276","Q13post","Same as",1
"1524","4277","Q13post","Bigger than",0
"1525","4278","Q13post","Same as",1
"1526","4279","Q13post","Same as",1
"1527","4281","Q13post","Same as",1
"1528","4282","Q13post","Bigger than",0
"1529","4283","Q13post","Smaller than",0
"1530","4284","Q13post","Smaller than",0
"1531","4285","Q13post","Same as",1
"1532","4286","Q13post","Same as",1
"1533","4287","Q13post","Smaller than",0
"1534","4288","Q13post","Same as",1
"1535","4289","Q13post","Smaller than",0
"1536","4290","Q13post","Same as",1
"1537","4291","Q13post","Same as",1
"1538","4293","Q13post","Same as",1
"1539","4294","Q13post","Same as",1
"1540","4295","Q13post","Same as",1
"1541","4297","Q13post","Smaller than",0
"1542","4299","Q13post","Bigger than",0
"1543","4300","Q13post","Smaller than",0
"1544","4301","Q13post","Smaller than",0
"1545","4302","Q13post","Same as",1
"1546","4304","Q13post","Same as",1
"1547","4305","Q13post","Smaller than",0
"1548","4306","Q13post","Smaller than",0
"1549","4309","Q13post","Same as",1
"1550","4310","Q13post","Same as",1
"1551","4313","Q13post","Smaller than",0
"1552","4314","Q13post","Same as",1
"1553","4315","Q13post","Same as",1
"1554","4316","Q13post","Smaller than",0
"1555","4318","Q13post","Same as",1
"1556","4319","Q13post","Same as",1
"1557","4321","Q13post","Same as",1
"1558","4322","Q13post","Same as",1
"1559","4323","Q13post","Same as",1
"1560","4324","Q13post","Same as",1
"1561","4326","Q13post","Same as",1
"1562","4327","Q13post","Same as",1
"1563","4328","Q13post","Same as",1
"1564","4333","Q13post","Same as",1
"1565","4334","Q13post","Same as",1
"1566","4335","Q13post","Smaller than",0
"1567","4339","Q13post","Bigger than",0
"1568","4341","Q13post","Same as",1
"1569","4342","Q13post","Same as",1
"1570","4343","Q13post","Smaller than",0
"1571","4344","Q13post","Same as",1
"1572","4347","Q13post","Same as",1
"1573","4348","Q13post","Smaller than",0
"1574","4350","Q13post","Same as",1
"1575","4353","Q13post","Same as",1
"1576","4355","Q13post","Same as",1
"1577","4356","Q13post","Smaller than",0
"1578","4357","Q13post","Bigger than",0
"1579","4359","Q13post","Same as",1
"1580","4360","Q13post","Smaller than",0
"1581","4362","Q13post","Smaller than",0
"1582","4363","Q13post","Same as",1
"1583","4364","Q13post","Same as",1
"1584","4367","Q13post","Same as",1
"1585","4368","Q13post","Smaller than",0
"1586","4371","Q13post","Smaller than",0
"1587","4372","Q13post","Same as",1
"1588","4373","Q13post","Same as",1
"1589","4374","Q13post","Same as",1
"1590","4376","Q13post","Smaller than",0
"1591","4377","Q13post","Smaller than",0
"1592","4378","Q13post","Bigger than",0
"1593","4379","Q13post","Smaller than",0
"1594","4380","Q13post","Bigger than",0
"1595","4382","Q13post","Smaller than",0
"1596","4383","Q13post","Smaller than",0
"1597","4384","Q13post","Same as",1
"1598","4390","Q13post","Same as",1
"1599","4391","Q13post","Bigger than",0
"1600","4394","Q13post","Same as",1
"1601","4396","Q13post","Smaller than",0
"1602","4397","Q13post","Same as",1
"1603","4400","Q13post","Smaller than",0
"1604","4404","Q13post","Same as",1
"1605","4406","Q13post","Same as",1
"1606","4407","Q13post","Smaller than",0
"1607","4408","Q13post","Same as",1
"1608","4410","Q13post","Same as",1
"1609","4411","Q13post","Same as",1
"1610","4413","Q13post","Same as",1
"1611","4415","Q13post","Smaller than",0
"1612","4417","Q13post","Same as",1
"1613","4418","Q13post","Bigger than",0
"1614","4419","Q13post","Smaller than",0
"1615","4421","Q13post","Bigger than",0
"1616","4422","Q13post","Smaller than",0
"1617","4423","Q13post","Same as",1
"1618","4426","Q13post","Same as",1
"1619","4428","Q13post","Same as",1
"1620","4429","Q13post","Same as",1
"1621","4430","Q13post","Bigger than",0
"1622","4431","Q13post","Bigger than",0
"1623","4432","Q13post","Same as",1
"1624","4433","Q13post","Same as",1
"1625","4435","Q13post","Same as",1
"1626","4436","Q13post","Smaller than",0
"1627","4437","Q13post","Same as",1
"1628","4440","Q13post","Smaller than",0
"1629","4447","Q13post","Bigger than",0
"1630","4448","Q13post","Same as",1
"1631","4449","Q13post","Same as",1
"1632","4450","Q13post","Same as",1
"1633","4451","Q13post","Same as",1
"1634","4452","Q13post","Same as",1
"1635","4453","Q13post","Smaller than",0
"1636","4454","Q13post","Same as",1
"1637","4455","Q13post","Same as",1
"1638","4456","Q13post","Same as",1
"1639","4457","Q13post","Bigger than",0
"1640","4458","Q13post","Same as",1
"1641","4459","Q13post","Same as",1
"1642","4460","Q13post","Same as",1
"1643","4461","Q13post","Same as",1
"1644","4465","Q13post","Same as",1
"1645","4466","Q13post","Same as",1
"1646","4467","Q13post","Smaller than",0
"1647","4468","Q13post","it has half the volume of the original block",1
"1648","4475","Q13post","Smaller than",0
"1649","4476","Q13post","Same as",1
"1650","4478","Q13post","Smaller than",0
"1651","4479","Q13post","Smaller than",0
"1652","4482","Q13post","Smaller than",0
"1653","4485","Q13post","Same as",1
"1654","4488","Q13post","Bigger than",0
"1655","4491","Q13post","Bigger than",0
"1656","4492","Q13post","Bigger than",0
"1657","4495","Q13post","Smaller than",0
"1658","4498","Q13post","Smaller than",0
"1659","4499","Q13post","Same as",1
"1660","4500","Q13post","Same as",1
"1661","4501","Q13post","Smaller than",0
"1662","4502","Q13post","Smaller than",0
"1663","4503","Q13post","Smaller than",0
"1664","4504","Q13post","Same as",1
"1665","4505","Q13post","Smaller than",0
"1666","4507","Q13post","Same as",1
"1667","4509","Q13post","Bigger than",0
"1668","4514","Q13post","Smaller than",0
"1669","4515","Q13post","Smaller than",0
"1670","4517","Q13post","Same as",1
"1671","4518","Q13post","Same as",1
"1672","4519","Q13post","Same as",1
"1673","4524","Q13post","Bigger than",0
"1674","4528","Q13post","Smaller than",0
"1675","4531","Q13post","Bigger than",0
"1676","4533","Q13post","Same as",1
"1677","4535","Q13post","Smaller than",0
"1678","4536","Q13post","Smaller than",0
"1679","4537","Q13post","Bigger than",0
"1680","4538","Q13post","Same as",1
"1681","4540","Q13post","Smaller than",0
"1682","4543","Q13post","Smaller than",0
"1683","4545","Q13post","Smaller than",0
"1684","4546","Q13post","Smaller than",0
"1685","4549","Q13post","Bigger than",0
"1686","4550","Q13post","Bigger than",0
"1687","4551","Q13post","Smaller than",0
"1688","4558","Q13post","Smaller than",0
"1689","4559","Q13post","Same as",1
"1690","4562","Q13post","Same as",1
"1691","4564","Q13post","Same as",1
"1692","4566","Q13post","Same as",1
"1693","4568","Q13post","Smaller than",0
"1694","45719","Q13post","Smaller than",0
"1695","4574","Q13post","Same as",1
"1696","4578","Q13post","Bigger than",0
"1697","4584","Q13post","Same as",1
"1698","4585","Q13post","Smaller than",0
"1699","4586","Q13post","Smaller than",0
"1700","4589","Q13post","Same as",1
"1701","4592","Q13post","Same as",1
"1702","4596","Q13post","Smaller than",0
"1703","4598","Q13post","Smaller than",0
"1704","4599","Q13post","Smaller than",0
"1705","4602","Q13post","Smaller than",0
"1706","4606","Q13post","Smaller than",0
"1707","4607","Q13post","Bigger than",0
"1708","4608","Q13post","Smaller than",0
"1709","4609","Q13post","Smaller than",0
"1710","4610","Q13post","Bigger than",0
"1711","4615","Q13post","Bigger than",0
"1712","4616","Q13post","Smaller than",0
"1713","4617","Q13post","Same as",1
"1714","4619","Q13post","Smaller than",0
"1715","4621","Q13post","Smaller than",0
"1716","4626","Q13post","Smaller than",0
"1717","4627","Q13post","Bigger than",0
"1718","4656","Q13post","Bigger than",0
"1719","4668","Q13post","Same as",1
"1720","4686","Q13post","Smaller than",0
"1721","4693","Q13post","Smaller than",0
"1722","4697","Q13post","Same as",1
"1723","4702","Q13post","Bigger than",0
"1724","4704","Q13post","Same as",1
"1725","4708","Q13post","Same as",1
"1726","4710","Q13post","Smaller than",0
"1727","4712","Q13post","Same as",1
"1728","4716","Q13post","Smaller than",0
"1729","4717","Q13post","Same as",1
"1730","4720","Q13post","Same as",1
"1731","4722","Q13post","Smaller than",0
"1732","4723","Q13post","Same as",1
"1733","4725","Q13post","Same as",1
"1734","4727","Q13post","Same as",1
"1735","4730","Q13post","Same as",1
"1736","4734","Q13post","Bigger than",0
"1737","4737","Q13post","Smaller than",0
"1738","4739","Q13post","Bigger than",0
"1739","4740","Q13post","Smaller than",0
"1740","4743","Q13post","Smaller than",0
"1741","4746","Q13post","Bigger than",0
"1742","4748","Q13post","Same as",1
"1743","4753","Q13post","Smaller than",0
"1744","4754","Q13post","Bigger than",0
"1745","4755","Q13post","Smaller than",0
"1746","4756","Q13post","Same as",1
"1747","4757","Q13post","Same as",1
"1748","4758","Q13post","Same as",1
"1749","4760","Q13post","Same as",1
"1750","4761","Q13post","Same as",1
"1751","4762","Q13post","Smaller than",0
"1752","4763","Q13post","Bigger than",0
"1753","4764","Q13post","Same as",1
"1754","4765","Q13post","Bigger than",0
"1755","4767","Q13post","Same as",1
"1756","4768","Q13post","Same as",1
"1757","4770","Q13post","Bigger than",0
"1758","4771","Q13post","Smaller than",0
"1759","4773","Q13post","Smaller than",0
"1760","4775","Q13post","Bigger than",0
"1761","4777","Q13post","Same as",1
"1762","4778","Q13post","Smaller than",0
"1763","4779","Q13post","Same as",1
"1764","4780","Q13post","Same as",1
"1765","4781","Q13post","Same as",1
"1766","4782","Q13post","Same as",1
"1767","4783","Q13post","Same as",1
"1768","4784","Q13post","Same as",1
"1769","4785","Q13post","Same as",1
"1770","4786","Q13post","Same as",1
"1771","4787","Q13post","Same as",1
"1772","4789","Q13post","Same as",1
"1773","4795","Q13post","Same as",1
"1774","4799","Q13post","Same as",1
"1775","4801","Q13post","Bigger than",0
"1776","4802","Q13post","Same as",1
"1777","4803","Q13post","Same as",1
"1778","4805","Q13post","Same as",1
"1779","4806","Q13post","Same as",1
"1780","4807","Q13post","Smaller than",0
"1781","4813","Q13post","Smaller than",0
"1782","4814","Q13post","Same as",1
"1783","4815","Q13post","Smaller than",0
"1784","4816","Q13post","Bigger than",0
"1785","4817","Q13post","Bigger than",0
"1786","4819","Q13post","Same as",1
