"","ID","X","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q24","Q08post","Q09Post","Q10post","Q11post","Q12post","Q13post","Q14Post","Q15post","Q16post","Q17post","Q18post","Q19post","Q20post","Q21post","Q22post","Q24post"
"183","4546",268,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,NA,1,1,1
"184","4549",270,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
"185","4550",271,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"186","4558",274,0,0.5,NA,0,1,0,1,0,0,0,0,1,0.5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"187","4559",275,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"188","4562",277,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
"189","4564",279,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"190","4566",280,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
"191","4568",281,1,0,1,0,0,0,0,1,0,0,0,1,1,0.5,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,NA,1,0
"192","45710",283,1,0.5,NA,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,NA,NA,1,1,1,1,0,NA,1,0
"193","45719",284,0,0.5,NA,0,1,0,1,0,0,1,1,1,0,0,NA,0,0,NA,NA,0,1,0,1,0,0,1,0,0,0,0,NA,0
"194","4574",287,1,0.5,NA,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"195","4578",288,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
"196","4585",293,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,NA,1,1
"197","4586",294,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,NA,NA,0,0,1,1,0,1,1,0
"198","4589",296,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"199","4592",298,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"200","4598",300,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
"201","4599",301,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"202","4602",304,0,0.5,NA,0,0,0,1,1,0,1,0,0,0.5,0,1,1,1,NA,NA,0,1,0,0,1,0,1,0,0,1,1,1,1
"203","4606",306,1,0.5,NA,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0
"204","4607",307,1,0,0,0,0,1,1,1,0,1,0,0,0.5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
"205","4608",308,0,0.5,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"206","4609",309,1,0,0,0,0,0,1,0,0,0,1,0,0.5,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,NA,1
"207","4610",310,0,0.5,NA,0,0,1,1,0,0,1,0,1,0.5,0.5,0,1,0,NA,NA,0,1,0,1,0,0,1,0,0,NA,NA,0,1
"208","4616",313,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,NA,NA,0,1,0,NA,NA,0,0,1,1,1,1,1,0
"209","4617",314,0,0.5,NA,0,0,0,1,1,0,1,0,1,0.5,0.5,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
"210","4619",315,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1
"211","4626",318,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
"212","4627",319,1,0.5,NA,0,0,0,1,1,1,0,1,0,1,0,1,0,1,NA,NA,0,1,0,0,1,1,0,1,1,NA,1,1,0
"213","4656",335,1,0.5,NA,1,1,0,0,1,0,0,0,0,0.5,0.5,NA,0,1,NA,NA,0,1,0,0,1,0,1,0,0,NA,0,1,0
"214","4668",345,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"215","4686",357,0,0,0,0,1,0,0,1,0,1,0,0,0,0,NA,0,1,0,1,0,0,0,0,1,0,1,0,1,1,NA,1,0
"216","4693",359,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"217","4697",360,0,0.5,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,0
"218","4702",362,1,0,0,0,1,0,0,0,0,1,0,1,1,0.5,1,0,1,1,0,0,1,0,0,1,0,1,0,0,NA,0,1,0
"219","4704",364,0,0.5,NA,0,1,0,0.5,NA,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"220","4710",366,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1
"221","4712",367,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"222","4716",369,1,0.5,NA,0,1,0,1,0,0,1,0,0,0,1,NA,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0
"223","4717",370,1,0,1,1,0,1,0.5,NA,0,1,0,0,1,1,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"224","4720",372,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225","4722",373,1,1,1,0,1,0,0,1,0,1,0,0,0.5,1,NA,0,1,1,1,0,1,0,0,1,0,1,0,1,NA,NA,1,0
"226","4723",374,1,0,0,1,1,1,1,1,0,1,1,1,1,0.5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"227","4725",375,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,1,1
"228","4727",377,0,0.5,NA,0,1,0,1,0,0,1,0,1,0,0.5,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0
"229","4730",380,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"230","4737",384,0,0,1,0,1,0,1,0,0,1,0,0,0.5,0,1,0,1,NA,NA,1,0,0,1,0,0,0,0,1,NA,NA,1,1
"231","4739",385,1,1,0,0,0,0,0,1,0,0,1,1,0.5,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1
"232","4740",386,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
"233","4743",388,1,1,0,0,0,0,1,0,0,1,0,0,0.5,0,1,0,1,1,0,0,0,0,NA,NA,0,1,1,0,1,1,0,0
"234","4746",389,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1
"235","4748",391,1,0.5,NA,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,NA,NA,0,0,0,1,NA,0,0,0
"236","4750",392,0,1,0,0,1,0,0,0,0,1,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","4752",393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","4753",394,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"239","4754",396,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,NA,0,0
"240","4755",398,0,1,0,0,0,0,1,0,0,0,0,1,0.5,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,NA,1,0,0
"241","4755B",399,0,1,1,0,1,0,1,0,0,0,0,1,0.5,0,1,1,1,1,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,1
"242","4756",400,1,1,0,0,0,1,1,0,0,1,0,0,0,0.5,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1
"243","4756B",401,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"244","4758",402,0,0.5,NA,0,1,0,0,1,0,1,1,1,0.5,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
"245","4760",404,1,0.5,NA,0,1,0,1,1,0,1,0,0,0.5,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"246","4761",405,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"247","4762",406,1,1,1,0,0,0,1,1,0,0,0,1,0.5,1,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
"248","4763",407,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
"249","4764",409,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"250","4765",411,0,0,0,0,1,1,0,1,0,1,0,0,0,0,NA,0,1,NA,NA,1,1,0,0,1,1,1,1,1,1,0,1,1
"251","4767",413,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"252","4768",414,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"253","4770",418,1,1,1,0,1,0,1,0,0,1,1,1,0.5,0.5,1,0,1,1,1,0,1,0,1,0,1,0,1,1,NA,NA,1,0
"254","4771",419,1,1,0,0,0,0,1,1,0,1,1,1,0.5,0,1,0,1,NA,NA,0,1,0,1,0,0,1,0,0,1,0,1,0
"255","4773",421,0,0.5,NA,0,0,0,0.5,NA,0,1,0,0,0.5,0.5,1,0,1,NA,NA,1,1,0,1,0,0,1,0,1,0,0,1,1
"256","4775",422,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0
"257","4777",423,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"258","4778",424,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1
"259","4779",425,1,0.5,NA,0,1,0,1,1,1,1,1,1,0,0,NA,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"260","4780",426,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"261","4781",427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"262","4782",428,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0
"263","4783",429,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1
"264","4784",430,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,1,0
"265","4785",431,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"266","4786",432,1,0,1,1,0,1,0,0,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1
"267","4787",433,1,0.5,NA,0,0,0,0.5,NA,0,1,0,0,0,0.5,NA,0,1,NA,NA,1,1,1,0,1,1,1,1,1,NA,1,1,0
"268","4789",435,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"269","4795",438,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"270","4799",440,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1
"271","4801",442,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,0,0
"272","4802",443,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"273","4803",444,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"274","4805",445,0,0.5,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,1,NA,NA,1,0,1,NA,NA,0,0,1,0,0,NA,1,0
"275","4806",446,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0,1,0,1,NA,NA,1,0,1,0,1,1,0,1,1,1,NA,1,0
"276","4807",447,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,NA,NA,1,0
"277","4813",452,1,0.5,NA,1,1,1,0,0,1,1,1,1,0.5,1,NA,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"278","4815",453,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,NA,1,0
"279","4816",454,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"280","4817",455,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1
"281","4819",457,0,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
"282","4821",459,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"283","4822",460,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
"284","4824",461,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"285","4825",463,0,0,0,0,1,0,0.5,NA,0,1,0,0,0,0.5,1,1,0,0,0,0,0,0,NA,NA,0,0,0,1,1,0,1,0
"286","4826",464,0,0,0,0,1,0,0,1,0,1,0,0,0.5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
"287","4828",466,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
"288","4829",467,0,0.5,NA,0,1,0,1,1,0,1,1,1,0.5,1,1,1,1,NA,NA,1,1,1,1,0,0,0,1,1,NA,NA,1,1
"289","4830",468,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,1,0
"290","4831",469,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
"291","4832",470,0,0.5,NA,0,0,1,1,1,0,0,0,0,0.5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,0,1,0
"292","4833",471,0,0,1,1,0,0,0,0,0,0,0,1,0.5,1,NA,0,0,NA,NA,0,0,0,1,0,0,0,0,1,1,1,1,0
"293","4836",474,0,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"294","4838",476,1,0.5,NA,1,1,1,1,1,0,1,0,0,0.5,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0
"295","4839",477,1,1,1,0,1,0,1,1,0,1,0,0,0,0.5,1,1,0,1,1,0,1,0,NA,NA,0,1,1,0,NA,0,1,1
"296","4845",479,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
"297","4846",480,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"298","4848",482,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"299","4850",484,0,0,0,0,1,0,1,0,0,1,0,0,0.5,0.5,0,0,1,1,0,0,1,0,NA,NA,0,1,0,1,NA,NA,1,0
"300","4855",486,0,0,1,1,0,1,0,1,1,0,1,0,1,0.5,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"301","4860",491,1,0.5,NA,0,0,0,1,0,0,1,0,0,0.5,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,NA,1,1
"302","4861",492,0,0.5,NA,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,1,0
"303","4862",493,1,0.5,NA,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1
"304","4863",494,1,0.5,NA,0,1,0,0,1,1,1,0,0,0,1,1,1,1,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,0
"305","4868",497,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
"306","4869",498,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"307","4870",499,0,0,1,0,1,0,0,1,0,1,0,0,0.5,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
"308","4871",500,0,1,0,0,1,1,1,0,0,0,0,1,0.5,0.5,0,0,1,1,0,1,1,1,NA,NA,1,1,0,0,NA,1,1,0
"309","4874",502,1,0.5,NA,0,1,0,0,0,0,1,0,0,0.5,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"310","4878",503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"311","4879",504,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"312","4880",506,1,1,1,0,1,0,0.5,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"313","4884",508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"314","4885",509,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"315","4886",510,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"316","4887",511,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
"317","4888",512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,1,0,1,1,1,1,0
"318","4896",515,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"319","4897",516,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"320","4898",517,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
"321","4900",522,1,1,1,1,1,1,0.5,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"322","4901",523,1,1,1,1,1,1,0.5,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"323","4902",524,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"324","4903",525,1,0,1,0,1,0,1,1,0,1,0,0,0,0.5,1,0,1,0,1,0,1,1,NA,NA,1,1,0,1,NA,NA,1,0
"325","4904",526,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"326","4906",527,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"327","4907",528,1,0.5,NA,1,1,0,1,0,0,1,0,0,1,0.5,0,0,1,NA,NA,1,1,0,0,0,0,1,1,0,1,0,1,0
"328","4908",529,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"329","4909",530,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"330","4910",531,1,1,0,1,1,1,0.5,NA,1,0,1,1,1,0.5,1,0,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,0
"331","4911",532,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"332","4912",533,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,NA,NA,1,0
"333","4913",534,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"334","4914",535,1,1,1,1,1,1,0.5,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"335","4917",536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,NA,1,1,1,1,0,1,1,1
"336","4919",537,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"337","4920",538,1,1,1,0,0,0,0.5,NA,0,1,1,0,0.5,0.5,1,1,1,1,1,0,0,0,NA,NA,0,1,1,1,NA,NA,1,1
"338","4921",539,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"339","4922",540,1,1,1,0,1,0,0,1,1,1,0,1,0.5,1,NA,1,1,1,1,0,1,0,0,1,1,1,1,1,NA,1,NA,1
"340","4926",543,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1
"341","4927",544,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
