"","ID","Gender","Age","FM_Per.ACC","FM_EFF2","SS_ACC","SS_EFF","CB_PerCorrect","CB_EFF","SE_P","PAV","PAp","MG_P","SE_S","TV","MG_S","PostScore","PreScore","DoB","Certificate"
"109","4454","Female",15.551912568306,71.09,59.11,92.59,52.36,62.0689655172414,9.06395628263654,-0.433064431010603,-0.437736000514436,-0.439661236567503,-0.874718344955867,-0.276803193661758,-1.14135562228849,-0.390015614862308,13,5.5,"2004-10-11","IB"
"110","4455","Female",15.1420765027322,99.22,84.29,87.96,157.33,62.5,9.77165594390288,-0.361036194315627,-1.0240375450362,-1.1931310834135,-0.871522082723979,-0.579499066273616,-1.51905056067316,-1.56438253266881,14,8.5,"2005-03-09","American Diploma"
"111","4456","Female",14.5826708585972,99.22,59.85,80.56,83.53,75,6.70908298017466,-0.145829192799736,-0.197469796898637,-0.0606024468867108,-0.168611811163442,-0.0824519213636781,-0.0954739556689253,0.0473201307145067,9,9,"2005-09-29","American Diploma"
"112","4457","Female",14.7196571599671,94.44,48.29,79.63,94.95,64.2857142857143,9.93724811836367,-0.128389077208774,0.259026571665165,0.27350060428127,-0.175696858317634,-0.180977870293235,-0.352259563040158,-0.619562501993811,6,7,"2005-08-10","American Diploma"
"113","4458","Female",15.0300546448087,97.66,70.17,97.22,46.79,64.5161290322581,9.87164394954603,0.605661758878317,0.419178458666708,0.167827377770835,-0.0659109597897004,0.985363385936105,0.539141333537684,0.860848800961845,14,13,"2005-04-19","IB"
"114","4459","Female",15.0628415300546,98.44,71.93,98.15,67.81,68.75,4.50251992272038,0.849079396605039,-0.418553965483626,-0.960382558986083,0.0434232870862403,0.940054879102538,-0.500662925329074,-0.134206080012862,14,9,"2005-04-07","American Diploma"
"115","4461","Male",12.9223669436335,81.25,78.18,65.74,185.43,NA,NA,0.641559056636856,0.55037305558359,0.961551986960983,-0.638859477888937,-0.323015525950612,-0.384352412161147,-0.106825384116699,12.5,14,"2007-06-01","IGCSE (British)"
"116","4465","Male",13.1092896174863,94.53,93.79,86.11,110.02,48.3870967741936,6.3386995355001,0.0749062484771793,0.807900321831509,0.105408288554591,-0.0962054608806858,-0.500585265811426,-0.689815727611632,-0.387569319393235,8,9,"2007-03-25","IGCSE (British)"
"117","4476","Female",12.4730518751404,96.88,62.8,95.37,100.21,62.5,4.90875604267869,0.716019754607597,0.21504196326578,0.215998525007069,0.562065089019771,0.878639432995615,0.392158147410397,0.907240134363102,9,7,"2007-11-12","IGCSE (British)"
"118","4478","Female",12.7853806422636,97.66,52.95,4.63,11.44,59.375,6.4257193957759,0.787625934965397,0.829094181167675,0.388033399971062,0.590731391967215,0.140427657072359,0.388719818633464,0.110314723238834,5.5,6.5,"2007-07-21","IGCSE (British)"
"119","4482","Female",12.6593532450034,56.25,95.77,85.19,91.04,53.8461538461538,7.56562212187908,1.24050976156106,1.7170759919448,1.77492486922034,1.09593808952923,0.806708888577201,0.391364619248634,0.670418019318294,4.5,8.5,"2007-09-05","IGCSE (British)"
"120","4485","Male",12.7388052997979,89.06,53.59,91.67,62.12,65.625,7.62857522432509,0.185903959972829,1.24888917148824,1.29311241449315,0.14663050313202,-0.367485933818334,-0.0048497587807392,0.0655942955862351,12.5,7,"2007-08-07","IGCSE (British)"
"121","4488","Male",13.0300546448087,94.53,37,90.74,86.68,62.5,6.07220581377273,1.01729804100165,1.11168732463952,1.13145205289867,0.530278490447907,0.514425535033367,0.0856053209588907,0.218083733181816,5.5,5.5,"2007-04-23","IGCSE (British)"
"122","4490","Male",12.588120368291,69.53,88.79,76.85,109.97,67.741935483871,6.51603446849253,0.785692132612202,0.399275085527741,-0.184246245073773,-0.213052426295534,-0.726606046764764,-0.595791261612223,-0.79184387387362,1.5,4,"2007-10-01","IGCSE (British)"
"123","4492","Female",12.8237368066472,95.31,45.31,73.15,128.94,44.4444444444444,6.05462024286595,1.20604693732559,0.482882438096923,-0.07160193607893,1.01616300667779,0.268998558560974,0.366473126579836,-0.0331353420000226,4,6,"2007-07-07","IGCSE (British)"
"124","4494","Female",12.456613518976,99.22,65.29,92.59,79.61,68.75,3.84620274892243,0.645263916757176,0.727949170654355,1.25330438018088,0.31112977618699,0.315561447329937,-0.230173223445502,-0.00261304817654245,2,14,"2007-11-18","IGCSE (British)"
"125","4498","Female",12.9963395463732,96.09,71.83,72.22,147.27,65.5172413793103,2.33280658862125,0.662769918843879,0.318501862801908,-0.165414944775523,0.305281851150283,-0.127876952138409,-0.254843632897835,0.0926498852585808,6,5.5,"2007-05-05","IGCSE (British)"
"126","4499","Female",12.9141477655513,92.19,50.16,99.07,40.87,63.3333333333333,7.78922066797422,-0.225134660177087,-0.216434161943648,-0.0467966530843614,0.133367258692518,-0.873046659963071,-1.03118539293998,-1.05624389867191,6.5,6.5,"2007-06-04","IGCSE (British)"
"127","4500","Female",11.7732240437158,96.88,60.25,83.33,110.36,78.125,1.20597589807964,-0.590421595447791,0.007983444068512,-0.0296211376734181,-0.261919518706799,0.074355472126772,0.147511896876725,0.215842124279736,14,13.5,"2008-07-26","IGCSE (British)"
"128","4502","Female",13.3744217381541,91.41,66.27,19.44,77,40,5.67154655985254,-0.556243152739188,0.589645599617695,0.223071730511295,-0.376167761490488,-0.0969631817075147,-0.300584215506081,-0.602010171473541,9.5,9.5,"2006-12-18","IGCSE (British)"
"129","4505","Male",13.3114754098361,94.53,67.52,87.96,167.22,58.0645161290323,5.66719601309262,1.20685831209894,0.955854505965247,1.31139327916354,1.08005303180071,0.22358468811826,0.482506835375835,0.772818182223314,5.5,7,"2007-01-10","IB"
"130","4507","Male",12.3442847518527,90.63,63.48,85.19,102.28,57.1428571428571,9.57678109423702,1.19280729780101,0.276039116785066,0.0397892386012878,1.02369204679506,1.50411941885496,1.80356089543206,1.78631270699341,15,7,"2007-12-29","IGCSE (British)"
"131","4509","Male",12.2595628415301,92.97,75.83,87.04,101.61,53.125,5.91332901189704,0.250888297333564,-0.441522663185462,-0.633900894993977,0.43099781545106,-0.489859957438703,0.220195976808264,-0.18350992629634,9,5,"2008-01-29","IGCSE (British)"
"132","4513","Female",13.442914888839,92.19,17.67,89.81,45.01,45,5.31656536749938,0.106200857883317,-0.258848713096552,-0.272976819959414,0.637735042846879,-0.0830147330964804,0.511269085170342,0.709741897049989,1,3.5,"2006-11-23","IGCSE (British)"
"133","4514","Female",12.5525039299349,94.53,60.92,87.04,92.53,55.1724137931034,6.15849463296815,0.469532715014067,1.17314224231989,1.28816106556626,0.795309694810703,0.144308553107828,-0.211255186742534,-0.112461225989957,8,7,"2007-10-14","IGCSE (British)"
"134","4517","Female",13.5086683134965,97.66,52.06,98.15,79.62,60,4.28027901077996,-0.446298124517538,0.724275692244302,0.379862276810834,-0.429038791828068,-0.241578457437047,0.873649817388605,0.497607376132569,13.5,14.5,"2006-10-30","IGCSE (British)"
"135","4518","Female",13.1530054644809,92.97,65.69,88.89,130.59,57.6923076923077,8.18957892461001,-0.291445952343605,-0.890296235869329,-1.15095641410921,-1.14442664635015,-0.73845743022594,-1.26801801597997,-1.18519922694766,7.5,7.5,"2007-03-09","IGCSE (British)"
"136","4535","Female",12.0601092896175,95.7,46.45,80.56,43.21,64.2857142857143,7.34020565453387,-0.13546783375233,-0.375236315001408,0.0925504832767446,0.580562062188367,-0.166456285074121,0.0358558836715971,0.16345847738276,5,8,"2008-04-15","IGCSE (British)"
"137","4535","Female",12.0601092896175,95.7,46.45,80.56,43.21,68.9655172413793,7.87455012746928,-0.13546783375233,-0.375236315001408,0.0925504832767446,0.580562062188367,-0.166456285074121,0.0358558836715971,0.16345847738276,5,8,"2008-04-15","IGCSE (British)"
"138","4536","Male",13.2021857923497,89.06,65.18,63.64,47.57,59.2592592592593,8.27932368274666,-0.48418428432827,-1.62172610103285,-1.45627421129359,-0.500616260778353,-0.618391426455261,-1.01480630253078,-0.9003719878862,7,9,"2007-02-22","IGCSE (British)"
"139","4537","Male",12.9004266786436,98.44,85.37,76.85,171.35,68.9655172413793,10.9774876427794,-0.322433513774342,-0.47254111495292,0.050327430066394,-0.183042726918078,-0.316720824396513,0.00372601574980483,-0.490995187460713,8,11,"2007-06-12","IGCSE (British)"
"140","4540","Male",12.6100157197395,91.41,82.65,93.52,157.98,59.375,7.33401161089838,0.827891183574345,-1.57206439492417,-1.44490770061258,0.0979004036603208,0.790649790979596,-1.71849137312525,-0.120275188569372,12,11,"2007-09-26","IGCSE (British)"
"141","4545","Male",12.757960925219,99.22,29.87,99.06,40.41,NA,NA,1.02465805640536,-0.272603302275874,0.0794128574087326,0.654924312435586,0.140305323447836,0.508353905893542,0.210807558483628,8,5,"2007-08-03","IGCSE (British)"
"142","4546","Male",12.7333033909724,80.47,89.19,78.7,107.86,65.625,8.03257619472276,-0.0358080473258747,-0.294869702529423,-0.617633765644888,-0.163194697134695,-0.340452890147137,0.163160641722182,-0.19091275546638,9,14,"2007-08-12","IGCSE (British)"
"143","4549","Female",12.503166404671,95.31,35.34,81.48,87.49,65.625,5.39577851907536,-0.141284787830249,-0.0322144164463476,0.346928600195398,-0.239368732526398,-0.338913476195319,-0.862861293998568,-0.776579686135367,9,6,"2007-11-04","IGCSE (British)"
"144","4558","Male",12.8867280485066,77.34,62.71,81.48,106.55,42.8571428571429,5.62694305377326,0.170385048349858,-0.376437071281211,-0.00518729999780621,0.0813854715730888,-0.178153348543446,-0.554804261454404,-0.661275815643065,7,7,"2007-06-17","IGCSE (British)"
"145","4559","Male",12.4182348978217,88.28,89.84,87.04,127.08,64.5161290322581,5.90463686704692,0.605089205275355,-0.699399596590145,-1.05574943811031,-0.0200559360657582,0.706283919724983,0.113096149971131,0.116014392167027,13,5,"2007-12-05","IGCSE (British)"
"146","4562","Female",12.8839883224792,57.81,83.83,2.78,6.2,45,5.61828926559942,-0.199151825093367,0.387800136685714,0.431780916624491,-0.310111545808227,-0.287147675310796,-0.228998952908359,-0.637225137420157,7,8,"2007-06-18","IGCSE (British)"
"147","4564","Male",13.0874316939891,99.22,85.87,92.59,120.41,81.25,5.06037718674169,0.579638135262609,-0.525395386742393,0.221230541699012,0.133894789611086,0.0567359784117721,0.256333674464955,0.660659532073892,14,12,"2007-04-05","IGCSE (British)"
"148","4568","Male",12.4264540759039,96.88,52.97,93.52,103.08,65.625,5.37521695887045,0.169810410863025,-0.658134746619773,-1.02881265593775,0.00903531208522747,0.597277647545961,0.173524736683131,0.112358665138914,10,6.5,"2007-12-02","IGCSE (British)"
"149","4585","Male",12.1530054644809,96.88,101.88,94.44,104.87,63.3333333333333,10.8386926314905,0.834299630645828,-0.577369392832666,-0.407032782561545,0.889227705674701,1.11979220954035,1.20603573697024,1.32678714828038,6,9,"2008-03-19","IGCSE (British)"
"150","4592","Male",12.4976345534845,89.06,62.69,92.45,113.83,56.25,5.79203587915954,0.79143574005653,1.15932485270243,0.622009939303913,0.578245969615191,0.0361909971364066,1.09705789484332,0.713100081558208,13,12,"2007-11-13","Other?"
"151","4616","Male",13.5661277041695,93.75,91.77,88.89,122.66,56.25,6.70854121528951,-0.318641969291553,-0.402472613603438,-0.938153058152394,-0.234045297722062,0.0214786688104881,-0.484482732397481,-0.854832574029077,8,4,"2006-10-19","IGCSE (British)"
"152","4617","Female",13.1612021857923,96.88,76.51,80.56,119.38,53.125,3.36374437591252,-1.11511590365705,-0.401035926257757,-0.199023812313411,-0.504710775836989,-0.603647545958087,-0.54065864082029,-0.639004457188307,7,6.5,"2007-03-16","IGCSE (British)"
"153","4656","Female",13.4674975671832,95.31,64.66,86.11,85.06,59.375,8.25123242784629,-0.50938067304752,-0.889192579663188,-0.383682921149651,0.0536759396494701,-0.950536517152458,-0.652119539680094,-0.187795939261626,6.5,5.5,"2006-11-24","IGCSE (British)"
"154","4668","Male",13.4127030466352,96.09,54.07,90.65,111.97,50,6.12880292221323,-0.30265308129598,0.496994800768215,0.347090610194074,-0.316661043197676,-0.289545150004663,-0.190878989280555,-0.535321949289134,13,14,"2006-12-14","IGCSE (British)"
"155","4686","Male",13.1666666666667,98.29,58.55,90.74,121.2,71.4285714285714,7.40012239802446,1.12235660471987,-1.56288408306465,-1.40403287745911,0.9734170192005,0.820954016774587,0.940363232210548,1.10906598970307,7,3,"2007-03-14","IGCSE (British)"
"156","4693","Female",10.6154203158919,99.22,46.4,94.44,98.75,71.875,9.05325848849945,0.112323546715097,-0.474259576628099,-0.362813973219397,-0.0652026137313355,0.534287276533474,-0.38788800454908,-0.290086666604727,4,3,"2009-10-04","American Diploma"
"157","4697","Female",12.8044614117823,74.22,94.09,89.81,50.23,59.375,6.1046716126344,-0.667246782797874,-0.248847037384349,-0.394058330613045,-0.920760776246234,-0.540153569258321,-0.823582213844307,-0.30146863445324,10.5,4.5,"2007-07-27","American Diploma"
"158","4704","Female",11.4234972677596,83.59,43.69,87.96,67.35,NA,NA,0.150643678727104,1.21653473712433,1.19449842267208,-0.23717899062069,0.90007606522011,0.933827201515142,1.1305348572918,13,6,"2008-12-14","American Diploma"
"159","4712","Female",13.2267759562842,97.66,80.44,91.67,122.24,60.7142857142857,7.77479460014958,-0.160688913712497,-1.27701377456566,-0.569131650371752,0.565762475158195,0.59261641348504,1.3116529305584,1.19999135624064,12,8,"2007-02-23","American Diploma"
"160","4716","Female",14.7798038775357,96.88,57.11,81.48,84.43,62.5,7.32901410102313,0.241055338392313,0.553925224464393,0.715632298114865,0.706640555836485,0.122102922702262,0.177646071181825,0.322810055348072,9,5.5,"2005-08-05","American Diploma"
"161","4717","Female",13.7222696309604,96.09,67.39,96.3,61.82,47.3684210526316,6.52367732442247,0.550009823303086,-1.58421037013702,-1.40582934830566,0.766599401824873,0.195453951442132,0.31536520292765,0.607880008986193,13,9.5,"2006-08-26","American Diploma"
"162","4720","Female",13.6702148364399,97.66,57.85,87.85,100.48,65.625,6.22591516717641,0.669699985352724,0.14781788310846,-0.394693605936335,0.810149609548027,1.27310517012766,0.541906407514077,1.07771715218471,15,8,"2006-09-14","American Diploma"
"163","4722","Female",13.8126805898645,95.31,61.64,93.52,50.57,59.375,7.03455780107128,0.927101772599264,0.958756085522562,1.32887163986887,0.304157246541393,0.993293695812775,1.17312607075183,0.917309007379224,9,7.5,"2006-07-24","IB"
"164","4723","Female",13.8811737405494,95.31,58.52,92.59,94.53,75,7.34705872748943,0.573317614541781,-0.243150773111648,0.0755051145174105,0.810743046072901,0.974534625013306,0.503311075488372,0.975765611605176,13,12.5,"2006-06-29","American Diploma"
"165","4725","Female",13.3715846994536,98.44,70.04,92.59,118.56,65.625,7.39373145699095,0.754570183432632,-0.699152262080606,-1.0377824884902,0.558617253901028,1.11739059038916,1.15196143911292,1.30009091251582,14,14,"2007-01-01","American Diploma"
"166","4727","Female",13.8236394939741,89.84,60.74,84.26,68.35,55.1724137931034,8.44817851001192,0.042823356362738,0.718357219159449,0.943923640145082,0.410705964389692,0.90462447154908,1.15284148444816,1.22937531679755,11,6,"2006-07-20","IB"
"167","4730","Female",14.0027322404372,94.53,109.4,86.11,154.34,56.25,5.87453728953201,1.0442965667756,0.0889601864636558,-0.01730024946863,0.648342873073332,0.213968488232241,-0.372640116290248,0.155315970559326,13,9,"2006-05-16","American Diploma"
"168","4737","Male",12.4510292686578,75.78,109.02,77.78,141.02,58.0645161290323,5.16767016228717,-0.567863700350927,-0.0349199440700956,0.100597323480592,-0.462227063935936,-0.484834993703757,-0.85672680514581,-1.28413504717677,7.5,5.5,"2007-12-04","American Diploma"
"169","4739","Male",10.2896174863388,91.41,78.14,75,101.14,62.5,6.65190829945295,-1.06537194880578,-0.0427485952511952,0.342291003439463,-0.304570058585218,-1.06819042091534,-0.614363312731656,-0.922467787742018,8,7.5,"2010-02-20","National"
"170","4740","Male",11.2049180327869,91.41,65.95,80.56,141.53,58.0645161290323,8.58427546198107,-0.43742242132823,1.18791184118655,0.814103753820055,0.481594280067756,-0.806580662614754,-0.782450051009095,-0.822985453121273,13,9,"2009-03-24","National"
"171","4748","Male",10.1803278688525,93.75,32.09,76.85,66.64,40.7407407407407,6.33738454568547,0.650617392796543,1.69158398580094,1.76124280380068,0.58782712603561,-0.798794501108459,-0.180982708596976,-0.29409883988994,2.5,7.5,"2010-04-01","National"
"172","4750","Male",11.9945355191257,98.44,46.67,88.89,24.88,66.6666666666667,8.67699663115606,-0.442860863825399,0.216545276411182,0.32994428970241,-1.76869187290992,-0.25460662196536,-2.35335993658425,-1.42523157740551,1.5,6,"2008-06-08","National"
"173","4752","Male",11.6584699453552,100,72.17,84.92,100.81,68.9655172413793,2.90995585378723,-0.940483025138865,0.616227360745392,0.707255510684617,0.0378576700007445,-0.235399412371916,0.254490259591776,0.214966474322953,2,16,"2008-10-12","Other?"
"174","4753","Male",10.6837637547721,91.41,75.63,90.74,191.15,61.5384615384615,10.313780661339,0.326565798998544,1.67204207508635,1.76845756895361,0.755887658992521,-0.136349113103459,0.510834912959732,-0.119306854351742,10,4,"2009-09-29","National"
"175","4755B","Male",12.275956284153,99.22,61.55,97.22,79.1,65.5172413793103,9.76197545606814,-0.580397844601389,0.550259236577341,-0.0633081218604486,-0.104818975761874,-1.36726970559202,0.118885689912227,-0.590882792906915,9.5,7.5,"2008-02-06","American Diploma"
"176","4756B","Male",13.0355191256831,93.75,102.91,94.44,141.24,78.125,4.08504421521137,0.102194800164367,-0.16604080240966,-0.0237999236761224,0.0518674976555243,0.134099059417289,-0.0750499095950672,0.0450883900363043,14,14,"2007-05-05","American Diploma"
"177","4758","Male",13.0573770491803,96.09,112.11,94.44,125.38,NA,NA,0.255063800474476,0.157039703948991,-0.60493976697431,0.0593667411920893,0.415221447844565,0.435769897748999,0.412253881153815,11,8,"2007-04-27","IB"
"178","4760","Female",12.0273224043716,95.31,45.7,90.74,66.67,68.75,2.83972498319634,0.295906556937493,1.46818183846797,1.34235240763,0.248948489161989,-0.496840306496677,-0.636813541967625,-0.552395759778369,14,7,"2008-05-27","National"
"179","4761","Male",13.0710382513661,96.09,71.06,99.07,58.2,67.741935483871,7.06654667958835,0.709636450356656,-0.079799998481115,-0.0417926665033208,0.55661890491211,0.803479362219222,0.662955732035225,0.990273545165783,12,7,"2007-04-22","American Diploma"
"180","4764","Male",13.9496594056441,95.31,107.12,75,137.42,66.6666666666667,8.19327946252087,-0.165124046962185,1.65790834281991,1.74190311305344,-0.150839357905191,-0.162832152012795,0.714665777591585,0.757754386774599,13,21.5,"2006-06-05","American Diploma"
"181","4765","Female",14.2568306010929,92.97,97.26,79.63,155.15,75,8.10226863521786,1.24050976156106,1.7170759919448,1.77492486922034,1.09593808952923,1.04195043418382,0.536062888753107,1.00773810515781,12.5,4,"2006-03-05","IB"
"182","4767","Male",13.2213114754098,71.88,86.72,89.81,82.77,63.3333333333333,9.59473538729774,-1.00780413139854,-0.463704517643168,-0.979648926775409,-1.30184780950154,-0.43306613858369,-0.653758672460243,-0.712516892059406,13,11,"2007-03-18","IB"
"183","4770","Female",15.5,95.31,54.44,80.49,104.5,58.6206896551724,9.4803147333276,0.327339209466996,-0.573025766272013,-0.160084089285366,0.426887090480895,-0.716421061070469,-0.270309355024306,0.212835280147111,10,10,"2004-12-07","IB"
"184","4773","Male",13.4837562691818,92.19,52.75,87.96,108.97,64.2857142857143,8.38965276159404,0.592243571532014,0.849676611974981,1.32299896795463,0.849502375474351,0.720350876345085,0.981457528605074,1.09591212668727,9.5,4,"2006-12-12","IB"
"185","4775","Female",13.9221124335654,96.88,55.01,88.89,139.4,58.3333333333333,9.06742462934589,0.184597436302447,-0.706428397816548,-0.681861912294672,0.655806383026731,0.412023778917434,1.0775263009802,0.66013051189677,9,5,"2006-07-05","IB"
"186","4777","Male",12.6673179130174,96.09,89.73,78.7,118.1,51.6129032258064,6.60095961450396,0.952185662744094,-0.993425817581884,-0.48126530647492,0.495044570194041,0.371911254761134,-0.730840102624924,-0.27153189087324,13,8,"2007-10-06","IB"
"187","4779","Male",14.1912568306011,87.5,132.03,84.26,206.24,65.625,9.66861003535949,0.209401629167709,-0.403743905881356,-0.0662702354402823,0.440739909875556,-0.143362235763651,0.0118870409857994,0.0680110842785692,13,8.5,"2006-03-30","IB"
"188","4780","Female",14.2568306010929,96.09,84.42,90.74,128.91,78.125,2.48237474215077,-0.343994447635051,-1.02897287155453,-0.907174813853581,-0.466070180742446,-0.224134553554694,-0.0306509944316992,-0.107478050688405,13,15,"2006-03-06","IB"
"189","4781","Male",15.1311475409836,97.66,42.19,91.67,62.96,64.5161290322581,9.92846047802559,-0.0639906491504871,-1.07225483605283,-1.21215464357628,-0.63580662863385,-0.211661732166764,-0.979387223009201,-0.66849882154256,14,16,"2005-04-21","IB"
"190","4782","Female",14.5193652219478,96.88,93.62,91.67,135.06,71.875,10.4010029004838,0.00320734318615698,-0.217942224095154,0.242297119337342,-0.334616219405452,-0.588057877175598,-0.408613156967051,-0.698037392841793,10,6,"2005-11-30","IB"
"191","4783","Male",15.0245901639344,94.53,77.98,87.96,118.37,53.5714285714286,9.23793976699042,-0.00771130933165642,0.319990075396408,-0.407558120831032,-0.764201035797262,-0.456895920573202,-0.852920304093909,-0.794473422454387,10,8,"2005-05-30","IB"
"192","4784","Male",15.0245901639344,96.88,92.66,89.81,210.7,68.75,6.16727693825791,-0.676152057392302,-0.377615125106394,-0.73510063220542,-0.53416372660739,-1.28249397350813,-1.10416856668193,-1.34301371841843,13,9,"2005-05-30","IB"
"193","4785","Male",15.0245901639344,93.75,74.49,90.74,128.42,62.5,7.25963353369922,0.226006955493016,-0.707105479992318,-1.02415209209733,0.65342764870945,0.0215143612700292,0.552851684317166,0.463393752621952,13,14,"2005-05-30","IB"
"194","4786","Male",15.483606557377,100,72.42,97.22,89.08,68.75,8.63920399373979,-0.650238094094117,0.0815698005991694,0.431202738248096,-0.0910724002801998,-0.274234639198196,-0.123924935058042,0.102516396772942,14,10,"2004-12-14","IB"
"195","4789","Male",14.7933378246875,95.31,125.9,94.44,91.04,58.0645161290323,11.1019660759553,0.328723170834198,0.347003546175021,0.340651604935463,0.723611390998975,-0.080308093212229,-0.083488360626792,0.530412981595111,14,11,"2005-08-22","IB"
"196","4795","Male",14.9714125308781,91.34,100.86,91.92,129.09,71.4285714285714,12.3517939127889,-0.617799862120456,-0.182319362799115,-0.687437705628677,-0.824103051820795,-0.500956540478095,-0.547174117584937,-0.2209984340296,14,14,"2005-06-19","IB"
"197","4799","Male",15.0409836065574,96.09,63.43,76.85,56.47,47.3684210526316,5.62741118937767,-1.30498853818278,-0.0151493599758111,0.480516627139231,-1.16977233927062,-0.349633141902095,-0.226066482803323,-0.321314200557756,6,5,"2005-05-25","IB"
"198","4801","Female",14.9467549966315,97.66,48.96,90.74,69.04,62.0689655172414,8.57371943297018,-0.271829273049215,-0.469708290017687,-0.738393762490825,0.504647987365314,0.276207145247043,0.596491626550031,0.591849955799528,5,6,"2005-06-28","IB"
"199","4802","Female",15.1612021857923,95.31,102.03,87.96,167.57,67.8571428571429,10.4177969447285,-0.973579147362662,-1.64063797008923,-1.46190412851923,-0.745129035870927,-0.496597272476004,-0.808668384311691,-1.07325731989063,14,13,"2005-04-11","IB"
"200","4803","Female",14.431693989071,98.44,83.87,89.72,117.27,68.75,8.68913298251258,-1.32543619096704,-0.54420617364879,-0.098389966603885,-1.06098273828053,-0.848280221801191,-1.24745762020065,-1.18501848229559,12,13,"2006-01-02","IB"
"201","4805","Male",14.9878508870424,96.09,110.51,80.56,182.77,67.741935483871,11.6256202307936,-1.60710347077546,-0.737335248582099,-1.05324564901584,-1.05671274302512,-0.993896883409338,-0.364189609584335,-0.838089674976246,7,4.5,"2005-06-13","IB"
"202","4806","Male",15.0409836065574,96.88,81.72,93.52,90.93,56.25,6.44937321646963,-0.852983324228354,-0.93599753698253,-0.614838393790361,-0.556516453258148,-0.410609097677761,-0.33406687982709,-0.689850440757579,10.5,12.5,"2005-05-25","IB"
"203","4807","Male",15.0573770491803,94.53,97.85,85.19,231.16,65.5172413793103,10.7427559305369,0.107104749972501,0.717863473838228,0.913038828418097,0.0190186115184607,-0.548459026808931,0.196398221172371,-0.326237762483311,6,9,"2005-05-19","IB"
"204","4813","Male",14.3497267759563,97.66,75.49,97.22,71.3,75,8.15453754711511,0.187678716857254,0.0531515621067413,0.227564988087131,-0.361981417499104,-0.115882808120446,-0.462999122554594,-0.240848836715528,12,11,"2006-02-01","IB"
"205","4815","Male",13.1775956284153,82.03,89.26,56.48,29.54,55.1724137931034,8.35028397489174,1.22250647661329,1.04086395630213,0.70062001745173,1.04868311046275,1.50411941885496,1.80356089543206,1.78631270699341,4,9,"2007-04-04","IB"
"206","4816","Male",12.5440227561943,70.31,104.35,74.07,130.46,37.5,5.61676208227932,-0.844158626331797,1.40468285306336,1.2912203525477,-0.424075989294885,1.33572664231993,0.962069097431651,1.28428866544579,4,7,"2007-11-21","IB"
"207","4817","Male",13.2185792349727,47.24,37.68,74.07,134.71,NA,NA,1.12235660471987,-1.56288408306465,-1.40403287745911,0.9734170192005,1.50411941885496,1.80356089543206,1.78631270699341,7,5.5,"2007-03-20","IB"
"208","4819","Male",13.1420765027322,73.44,66.47,16.83,30.76,8.33333333333333,1.80570603105814,0.597306049284117,0.819494890567698,0.662117658281692,0.548502179174267,0.0400815220107196,0.287209267536669,0.567416748065912,5,3,"2007-04-17","IB"
"209","4821","Female",12.8645707013998,50.78,78.84,30.84,105.29,43.4782608695652,12.2674400060846,0.12334946132939,0.541048907749875,1.0403153545934,0.421499327249452,1.00562013581989,1.19488917850772,0.967501756890761,6,8,"2007-07-27","IB"
"210","4822","Female",12.872789879482,98.44,53.83,90.74,118.67,65.625,7.23516348516348,0.304110979870905,0.00963014375456408,-0.0824411835534641,0.704263540489924,0.711994640919498,0.743438646942916,0.484474279350982,6,8,"2007-07-24","IB"
"211","4825","Male",12.8125159068793,96.88,52.28,99.07,60.04,70.9677419354839,7.63930364906175,-0.059766489888517,-0.166478290454811,-0.845148102982687,0.557413639547743,-0.340683551984986,-0.321695549186113,-0.765416546735364,4.5,5,"2007-08-15","IB"
"212","4826","Male",12.6919604760835,97.66,82.06,92.59,87.16,62.5,5.40750994981831,0.574549657455922,-0.477182026791374,-0.645999343361876,0.78189577797831,0.809913591004074,1.35965863109825,1.29395542375344,12,6.5,"2007-09-29","IB"
"213","4828","Male",12.6426454075904,86.72,80.51,88.89,110.85,61.2903225806452,10.4398774398876,-0.910436742195679,-0.514096309457458,-0.43597870128003,-0.706689130694861,-0.575278879950927,-1.06786123651767,-1.11948617472453,12,13,"2007-10-17","IB"
"214","4830","Male",13.051912568306,98.44,62.41,88.89,84.4,68.75,8.42994092074462,-1.60291796593078,-0.526978860421038,0.410684930360213,-1.76495135069257,-0.944841254419295,0.34782426980704,-0.347682159958847,13,12,"2007-05-21","IB"
"215","4833","Male",14.0983606557377,75,120.85,80.56,157.67,64.5161290322581,9.18176473977387,-0.829021296066531,0.185476801396926,-0.136294581473008,-0.288902361171563,-0.34197078057458,-0.776979194849168,-0.420843016996392,5.5,4.5,"2006-05-04","IB"
"216","4836","Male",13.4782618459466,96.09,109.75,91.67,114.75,59.375,8.41702168933589,0.277057631807895,-0.324403237284129,-0.139596263222914,0.105344387000244,0.970139587814471,-0.41401657044176,-0.0135614506467537,15,11,"2006-12-16","IB"
"217","4838","Male",13.207650273224,87.5,105.05,83.33,138.61,74.1935483870968,7.16824799482152,-1.03940031102171,-0.243061362333055,-0.202948426064238,-0.853740326675851,-0.957014534039834,-1.54615198761442,-1.47496384661833,8,11,"2007-03-25","IB"
"218","4839","Female",13.8289467774534,96.09,93.86,84.26,132.99,78.125,7.52733446126927,-1.12220866685264,0.532298370218902,0.124073492968259,-1.39318434115138,-0.984923249822099,-0.758568180116938,-0.950177195152587,8.5,9.5,"2006-08-10","IB"
