ID,Q07,Q08_imp,Q09_imp,Q10,Q11_imp,Q12_imp,Q13_imp,Q14,Q15_imp,Q16,Q17,Q18_imp,Q19_imp,Q20_imp,Q21_imp,Q22_imp,Q23_imp,Q24_imp,Q25_imp,Q26_imp,Q27_imp,Q28_imp,Q29_imp,Q31_imp,Q32_imp,Score
4712,4,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,120
4716,4,5,4,5,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,4,4,5,5,111
4717,4,4,5,5,4,4,4,4,3,4,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,111
4720,5,5,5,5,5,5,5,5,4,4,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,118
4722,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,122
4723,4,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,118
4725,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,122
4727,5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,121
4730,5,5,4,4,4,4,4,5,3,5,3,4,3,4,3,4,5,5,5,5,4,4,5,5,5,107
4734,3,5,4,5,4,5,4,4,4,4,4,5,3,5,4,4,4,4,5,5,4,4,4,5,5,107
4737,3,3,4,4,3,5,4,5,2,4,5,4,3,3,3,3,4,3,2,3,4,4,3,3,3,87
4739,3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,90
4740,4,4,3,3,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,91
4743,3,3,4,3,5,3,4,5,5,5,5,5,4,3,4,4,5,3,5,5,4,5,3,4,5,104
4746,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
4748,3,3,4,3,4,3,3,5,4,5,3,4,5,3,3,5,4,5,5,5,4,4,4,4,5,100
4750,4,4,5,5,5,3,3,5,1,1,1,1,3,1,1,2,1,1,1,5,5,3,1,4,5,71
4752,4,3,4,3,5,4,4,5,3,5,5,4,4,4,4,5,5,5,4,4,5,5,4,5,5,108
4753,4,4,4,4,5,4,4,4,5,4,5,5,4,4,5,5,5,4,4,5,5,3,4,4,5,109
4754,1,3,4,4,4,4,4,5,4,4,3,4,3,3,3,3,4,3,3,5,4,4,4,4,4,91
4755,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,104
4756,3,4,5,4,4,4,3,5,3,5,4,5,5,5,3,5,5,4,5,5,5,4,5,5,3,108
4757,4,4,5,4,5,5,4,5,3,5,5,4,4,4,5,4,5,5,5,3,5,4,4,5,5,111
4758,5,5,4,4,4,5,4,5,5,5,5,5,3,3,5,4,5,4,5,5,5,5,4,5,5,114
4760,4,4,4,4,4,4,4,2,3,4,4,3,4,3,4,4,2,4,3,4,5,4,4,5,5,95
4761,4,4,5,5,5,5,5,5,3,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,118
4762,3,3,4,4,3,4,4,2,3,4,4,4,3,4,3,4,5,4,2,5,4,5,3,5,4,93
4763,4,3,2,4,3,5,3,3,4,3,4,4,4,4,3,5,4,3,4,5,5,5,4,5,5,98
4764,4,4,4,4,3,4,4,4,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,112
4765,5,5,5,5,5,5,4,5,5,3,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,118
4767,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96
4768,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,4,5,5,109
4770,4,3,3,4,3,4,3,3,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,5,5,101
4771,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,98
4773,4,5,5,5,4,5,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,119
4775,4,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,118
4777,5,4,5,5,4,5,5,3,3,3,3,3,3,4,3,5,4,4,5,5,5,2,4,5,5,102
4778,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,124
4779,5,5,5,3,3,5,2,3,5,4,5,4,4,5,3,3,5,5,5,4,4,5,4,5,5,106
4780,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,4,5,5,105
4781,4,4,5,5,3,4,4,3,2,4,3,3,4,3,2,4,3,3,3,5,4,4,4,5,5,93
4782,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,5,4,4,3,4,4,97
4783,4,4,4,5,2,4,4,3,4,3,4,3,3,4,2,4,3,2,3,5,5,4,2,5,5,91
4784,1,3,4,3,1,4,4,3,2,2,3,3,4,4,2,5,4,2,1,4,4,3,1,5,4,76
4785,3,5,5,5,2,5,4,3,5,4,5,5,4,5,2,5,5,5,4,5,5,5,4,5,5,110
4786,4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,4,5,4,4,5,5,5,4,5,5,104
4787,3,4,4,4,3,4,4,3,3,3,3,2,3,4,4,3,4,3,3,4,4,4,4,4,5,89
4789,4,4,4,4,3,4,5,4,4,5,4,4,2,3,3,5,5,5,5,5,5,5,5,5,5,107
4795,3,4,4,4,4,4,3,4,5,2,5,4,3,4,1,3,4,4,4,3,5,5,5,5,5,97
4799,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,102
4801,5,4,5,4,3,5,5,3,3,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,114
4802,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,91
4803,3,3,4,4,3,4,4,3,2,3,2,4,2,3,3,4,4,3,3,4,4,3,3,4,4,83
4805,4,3,3,3,3,4,4,2,4,3,4,5,3,4,4,4,4,3,4,4,4,4,4,4,4,92
4806,3,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,98
4807,4,4,4,4,3,4,4,2,5,4,4,4,5,5,4,5,4,4,5,5,4,4,5,4,4,104
4813,5,5,5,4,3,5,3,1,5,5,4,4,3,4,2,2,4,2,5,5,5,5,4,5,5,100
4814,4,3,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,95
4815,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
4816,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,123
4817,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125
4819,4,4,4,5,4,4,4,4,5,4,3,5,4,4,4,5,5,5,4,5,5,5,5,5,5,111
4821,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,122
4822,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5,117
4824,4,5,4,4,5,5,5,5,2,4,4,3,5,4,5,4,4,3,4,5,5,4,5,5,4,107
4825,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,98
4826,5,5,5,5,4,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,121
4828,4,4,2,5,3,4,4,4,2,3,3,4,3,3,3,4,4,2,3,4,4,3,4,4,4,87
4829,3,3,5,4,3,4,3,2,4,3,4,4,4,4,2,3,4,3,3,4,4,3,4,4,4,88
4830,3,3,3,3,5,3,3,4,5,4,5,5,4,4,4,5,4,2,4,5,5,3,5,5,5,101
4831,4,3,5,5,3,5,4,4,3,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,110
4832,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,121
4833,3,4,5,4,3,4,5,3,4,3,3,3,3,3,3,5,5,3,3,5,5,4,3,5,5,96
4836,5,5,5,5,5,5,5,5,4,3,4,4,3,4,3,4,4,4,4,5,5,4,4,5,5,109
4838,2,3,4,3,4,4,4,4,4,4,1,2,2,3,1,4,1,2,4,4,4,3,4,4,3,78
4839,4,2,2,4,3,4,4,3,3,3,3,4,3,3,4,5,4,4,2,4,4,3,4,4,4,87
4841,4,4,3,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,113
4845,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,5,5,4,5,4,4,5,106
4846,5,4,5,5,3,5,5,4,3,4,4,2,4,4,3,4,4,5,4,5,5,4,5,5,5,106
4848,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,5,5,113
4850,2,3,4,4,4,4,4,3,3,4,2,3,2,3,4,3,3,2,4,4,4,4,3,4,4,84
4855,3,2,3,4,3,2,4,2,3,5,3,2,1,3,1,5,3,3,4,4,2,3,4,5,4,78
4860,4,4,4,5,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,4,4,5,96
4861,4,4,3,3,3,4,3,3,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,5,5,98
4862,5,5,5,5,5,5,3,4,3,4,4,4,3,3,4,4,4,4,5,5,5,5,4,5,5,108
4863,4,5,5,5,3,4,5,5,3,4,3,3,4,4,4,2,4,3,5,4,4,4,4,4,4,99
4868,4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,120
4869,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,121
4870,4,3,4,4,4,4,4,4,1,3,3,2,3,2,4,4,4,3,3,3,4,3,3,3,4,83
4871,4,4,5,5,5,4,4,3,3,3,3,4,3,4,3,4,4,4,5,4,5,4,4,4,5,100
4874,3,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,5,3,5,5,5,98
4878,4,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,119
4879,4,5,5,5,3,5,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,4,114
4880,2,3,5,5,5,5,5,4,3,4,5,4,3,2,2,5,5,5,5,5,5,5,5,5,5,107
4884,5,4,5,4,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,116
4885,5,5,5,4,5,5,4,4,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,116
4886,4,3,4,4,5,4,3,4,5,5,4,5,3,4,4,5,5,5,5,5,4,4,5,5,5,109
4887,4,4,5,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,4,4,4,3,4,105
4888,5,4,5,5,5,5,5,5,5,5,5,4,1,5,1,4,4,5,5,5,5,5,5,5,4,112
4896,5,3,4,4,5,5,4,5,3,5,5,5,4,2,3,5,5,5,5,5,5,5,5,5,5,112
4897,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,5,4,102
4898,5,5,5,5,5,5,5,5,5,4,4,4,5,5,3,4,3,4,3,5,5,4,3,5,5,111
4899,4,4,5,5,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4,4,5,4,5,4,106
4900,4,4,5,4,5,4,5,5,4,4,5,4,3,4,3,4,5,4,4,5,5,5,3,5,5,108
4901,5,5,4,4,4,5,4,4,3,3,4,4,4,4,2,4,5,5,3,5,5,5,5,4,4,104
4902,3,4,4,4,4,3,5,4,4,4,4,4,4,5,2,3,4,3,2,5,5,4,2,5,5,96
4903,4,2,4,3,4,3,4,4,5,4,3,5,4,5,4,5,5,4,4,5,4,5,4,5,5,104
4904,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,5,5,117
4906,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,117
4907,3,4,4,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,96
4908,4,4,4,5,4,5,5,5,3,4,4,5,5,4,4,5,5,4,4,4,5,4,4,5,5,110
4909,3,4,4,4,4,5,5,4,5,3,5,4,3,4,5,4,3,4,5,4,4,5,4,4,4,103
4910,4,4,4,5,3,4,5,3,4,5,4,4,4,4,5,5,4,4,3,5,5,4,4,5,5,106
4911,5,5,4,4,4,5,5,4,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,116
4912,5,5,5,5,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,4,103
4913,2,3,5,4,3,4,4,4,4,4,3,3,4,4,5,4,5,4,3,5,4,5,3,4,4,97
4914,3,3,5,4,4,5,4,4,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,113
4917,4,3,4,4,4,4,4,4,5,5,5,4,4,3,5,4,4,5,4,4,4,5,4,4,4,104
4919,4,5,4,5,5,4,4,5,3,5,3,4,4,3,4,4,4,4,4,5,4,5,5,5,5,107
4920,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,5,4,5,5,5,5,5,5,115
4921,3,3,4,4,5,4,3,4,4,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,4,106
4922,3,5,5,4,4,4,3,4,5,4,4,4,4,4,4,5,4,5,2,5,5,5,4,5,5,106
4926,3,3,4,3,3,2,3,3,3,4,3,3,2,2,3,3,4,5,5,4,3,4,5,2,2,81
4927,4,3,3,4,3,5,4,3,3,5,4,4,5,4,3,4,4,4,4,4,5,4,4,4,4,98
4928,4,4,4,4,4,5,5,5,4,4,5,5,4,3,5,4,4,5,5,5,5,5,4,5,5,112
4929,5,4,5,4,4,5,4,4,2,4,3,3,3,5,3,4,4,4,2,4,5,2,3,5,4,95
4930,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,103
4931,4,5,5,5,5,3,4,4,2,2,4,4,3,4,1,3,5,5,5,5,4,4,5,5,5,101
4932,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,120
4933,4,2,3,4,4,3,3,3,4,4,4,4,4,4,5,5,4,4,4,3,4,5,4,4,4,96
4934,5,4,4,5,4,5,5,5,4,5,4,4,4,4,4,4,5,4,5,4,5,5,4,5,5,112
4935,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,115
4936,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,4,4,5,5,5,4,5,4,103
4937,4,3,3,4,5,5,4,4,3,5,3,3,4,3,2,4,4,2,4,4,4,2,4,3,4,90
4941,4,3,5,4,5,5,4,4,3,3,4,3,4,3,2,3,5,4,5,5,5,5,5,5,5,103
4942,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,99
4943,4,4,4,5,4,4,5,4,4,4,5,4,4,3,3,4,5,3,4,5,5,4,4,5,5,105
4946,3,4,5,5,4,3,4,2,3,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,110
4947,4,5,4,5,4,4,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,116
4948,4,4,5,4,4,4,4,4,3,4,5,4,4,5,4,4,4,4,4,5,5,4,4,5,5,106
4949,4,4,5,4,5,5,4,3,4,4,5,4,4,4,3,4,4,4,4,4,4,4,5,5,4,104
4950,4,4,3,4,4,3,4,4,3,4,5,4,4,4,5,4,5,5,4,5,5,4,3,5,5,104
4952,4,5,4,5,3,4,4,4,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,113
4954,5,4,5,3,5,4,4,5,4,5,4,4,5,4,4,4,5,5,5,5,4,4,5,5,5,112
4956,3,4,3,4,3,4,4,3,3,2,5,4,5,4,4,3,4,4,2,5,4,3,4,4,5,93
4957,4,4,4,3,4,5,5,4,3,4,4,4,5,4,5,4,5,4,4,5,5,5,4,5,4,107
5762,5,4,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
8291,3,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1,1,2,39
45710,4,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,4,5,4,3,4,5,94
45719,3,2,4,2,2,4,4,2,2,2,3,4,3,3,3,3,3,2,3,4,4,4,2,4,4,76
?,4,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,5,5,107
4272A,4,4,4,3,4,4,5,3,5,4,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,110
4279F,5,4,5,4,4,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,114
4281F,4,3,5,4,3,5,4,3,5,5,5,4,4,3,4,4,5,4,4,5,5,5,4,5,5,107
4293F,5,5,5,4,5,4,5,3,4,5,5,3,5,5,4,5,5,4,1,5,5,5,4,5,5,111
4294F,5,5,5,5,4,4,5,5,4,5,5,5,5,2,4,4,5,5,1,4,5,5,5,5,5,112
4310R,4,3,3,4,4,4,3,3,4,3,4,4,3,3,4,4,3,3,4,3,3,4,3,3,4,87
4368F,4,4,4,3,4,3,4,4,4,5,5,5,4,3,5,4,5,5,3,3,5,5,5,3,4,103
4381R,4,5,4,5,4,4,5,4,5,5,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,113
4408F,3,4,4,5,4,4,4,3,3,5,4,4,4,3,4,4,4,4,4,5,5,4,4,5,5,102
4419C,4,3,3,4,4,4,4,3,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,88
4538F,4,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,107
4739B,3,5,5,5,3,5,3,3,3,5,5,3,3,5,3,4,5,3,3,5,5,1,3,5,5,98
4755B,3,1,3,1,3,4,3,3,3,4,5,5,5,3,4,5,3,4,3,4,5,4,4,5,4,91
4756B,4,5,4,4,5,4,4,5,4,4,5,4,3,3,5,4,3,5,4,5,5,5,4,5,5,108
4760F,5,4,4,4,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,118
4765F,4,4,5,4,4,5,4,4,5,5,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,114
