,ID,Question,Response
4020,4495,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4021,4344,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4023,4279,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4024,4341,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4025,4279,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4026,4281,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4027,4245,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4028,4335,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4029,4326,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4030,4334,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4031,4370,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4032,4360,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4033,4345,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4034,4350,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4035,4463,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4037,4563,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4038,4564,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4039,4537,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4042,4573,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4044,4571,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4046,4566,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4047,4546,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4051,4540,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4052,4358F,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4053,4572,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4055,4568,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4056,4543,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4057,4569,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4061,4548,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4065,4533,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4066,4480,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4067,4358,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4068,4381,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4069,4374,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4070,4317,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4072,4305,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4074,4281,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4075,4316,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4077,4292R,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4078,4329,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4079,4375,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4080,4310,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4081,4353F,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4082,4371,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4085,4664,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4086,4636,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4088,4295,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4089,4639,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4092,4635,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4093,4643,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4094,4659,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4095,4642,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4096,4665,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4097,4657,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4099,4673,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4100,4672,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4102,4678,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4103,4676,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4104,4666,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4105,4646,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4107,4602,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4108,4626,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4111,4581F,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4113,4627,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4116,4600,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4117,4608,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4118,4599,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4121,4607,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4122,4578,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4124,4617,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4127,4585,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4130,4619,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4131,4579,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4132,4620,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4133,4592,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4134,4598,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4135,4663,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4136,4670,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4139,4653,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4140,4669,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4142,4667,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4143,4541,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4144,4686,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4147,4656,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4148,4395,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4149,4681,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4150,4414,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4152,4464,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4154,4539,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4158,4668,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4159,4684,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4160,4637,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4161,4311,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4162,4297,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4164,4698,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4166,4712,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4173,4697,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4175,4723,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4177,4714,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4179,4718,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4180,4730,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4181,4725,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4183,4728,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4184,4606,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4185,4733,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4186,4731,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4188,4729,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4189,4722,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4190,4753B,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4193,4746B,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4195,4759,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4196,4766,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4197,4768,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4198,4762,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4199,4764,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4200,4758,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4201,4769,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4202,4754B,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4203,4761,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4204,4756B,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4206,4710,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4208,4739,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4216,4760,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4217,4767,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4218,4778,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4220,4763,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4221,4768,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4223,4765,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4224,4764,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4227,4769,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4228,4771,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4229,4740,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4230,4824,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4234,4824,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4235,4815,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4241,4781,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4242,4789,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4243,4782,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4245,4783,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4247,4785,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4248,4780,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4249,4788,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4250,4784,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4251,4779,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4253,4795,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4254,4805,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4256,4796,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4257,4791,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4258,4808,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4259,4806,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4260,4793,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4261,4809,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4262,4807,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4263,4800,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4264,4812,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4265,4810,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4266,4803,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4267,4802,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4269,4801,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4270,4836,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4271,4832,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4272,4838,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4274,4828,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4275,4831,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4276,4834,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4277,4835,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4278,4826,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4280,4829,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4281,4837,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4282,4830,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4283,4846,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4284,4847,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4285,4855,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4287,4581,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4288,4849,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4289,4845,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4290,4848,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4291,4839,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4292,4857,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4293,4856,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4294,4842,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4296,4752,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4297,4859,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4299,4873,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4300,4858,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4302,4863,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4306,4869,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4307,4862,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4308,4870,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4311,4892,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4312,4891,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4313,4899,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4314,4898,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4317,4919,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4318,4879,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4319,4913,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4320,4897,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4321,4911,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4322,4904,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4323,4895,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4326,4884,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4327,4898,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4328,4917,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4329,4924,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4330,4908,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4332,4922,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4333,4906,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4334,4899,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4335,4885,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4337,4921,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4338,4903,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4339,4902,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4340,4909,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4341,4912,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4342,4926,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4343,4886,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4345,4888,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4346,4896,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4347,4927,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4348,4878,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
4352,4887,Q15,Because what determines if an object will sink or float is the density of the object compared to the density of water.
3810,4216,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3818,4219,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3821,4227,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3836,4263,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3867,4240,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3879,4322,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3882,4319,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3890,4299,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3898,4327,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3932,4386,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3934,4383,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3984,4239,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3989,4472,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4003,4513,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4009,4514,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4017,4501,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4073,4326F,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4109,4589,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4123,4588,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4141,4389,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4146,4645,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4153,4683,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4165,4703,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4167,4702,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4192,4737,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4194,4763B,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4207,4746,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4212,4750,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4213,4748,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4219,4777,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4231,4816,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4232,4820,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4233,4817,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4237,4819,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4255,4799,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4268,4813,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4286,4850,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4301,4874,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4303,4864,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4305,4866,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4309,4868,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4310,4861,Q15,Because what determines if an object will sink or float is the volume (how big it is)
4344,4907,Q15,Because what determines if an object will sink or float is the volume (how big it is)
3817,4234,Q15,Because what determines if an object will sink or float is the weight of the object
3825,4225,Q15,Because what determines if an object will sink or float is the weight of the object
3834,4256,Q15,Because what determines if an object will sink or float is the weight of the object
3838,4252,Q15,Because what determines if an object will sink or float is the weight of the object
3841,4259,Q15,Because what determines if an object will sink or float is the weight of the object
3848,4292F,Q15,Because what determines if an object will sink or float is the weight of the object
3854,4289,Q15,Because what determines if an object will sink or float is the weight of the object
3860,4293F,Q15,Because what determines if an object will sink or float is the weight of the object
3869,4269,Q15,Because what determines if an object will sink or float is the weight of the object
3872,4283,Q15,Because what determines if an object will sink or float is the weight of the object
3875,4300,Q15,Because what determines if an object will sink or float is the weight of the object
3876,4304,Q15,Because what determines if an object will sink or float is the weight of the object
3877,4303,Q15,Because what determines if an object will sink or float is the weight of the object
3878,4312,Q15,Because what determines if an object will sink or float is the weight of the object
3885,4308,Q15,Because what determines if an object will sink or float is the weight of the object
3887,4307,Q15,Because what determines if an object will sink or float is the weight of the object
3889,4294,Q15,Because what determines if an object will sink or float is the weight of the object
3892,4302,Q15,Because what determines if an object will sink or float is the weight of the object
3894,4291,Q15,Because what determines if an object will sink or float is the weight of the object
3896,4293,Q15,Because what determines if an object will sink or float is the weight of the object
3936,4379,Q15,Because what determines if an object will sink or float is the weight of the object
3941,4406,Q15,Because what determines if an object will sink or float is the weight of the object
3949,4416,Q15,Because what determines if an object will sink or float is the weight of the object
3950,4429,Q15,Because what determines if an object will sink or float is the weight of the object
3955,4283F,Q15,Because what determines if an object will sink or float is the weight of the object
3960,4441,Q15,Because what determines if an object will sink or float is the weight of the object
3976,4457,Q15,Because what determines if an object will sink or float is the weight of the object
3977,4456,Q15,Because what determines if an object will sink or float is the weight of the object
3978,4454,Q15,Because what determines if an object will sink or float is the weight of the object
3980,4460,Q15,Because what determines if an object will sink or float is the weight of the object
3988,4467,Q15,Because what determines if an object will sink or float is the weight of the object
3995,4485,Q15,Because what determines if an object will sink or float is the weight of the object
3996,4476,Q15,Because what determines if an object will sink or float is the weight of the object
3999,4482,Q15,Because what determines if an object will sink or float is the weight of the object
4000,4520,Q15,Because what determines if an object will sink or float is the weight of the object
4001,4498,Q15,Because what determines if an object will sink or float is the weight of the object
4004,4484,Q15,Because what determines if an object will sink or float is the weight of the object
4011,4515,Q15,Because what determines if an object will sink or float is the weight of the object
4036,4562,Q15,Because what determines if an object will sink or float is the weight of the object
4040,4558,Q15,Because what determines if an object will sink or float is the weight of the object
4041,4550,Q15,Because what determines if an object will sink or float is the weight of the object
4043,4536,Q15,Because what determines if an object will sink or float is the weight of the object
4045,4571,Q15,Because what determines if an object will sink or float is the weight of the object
4048,4554,Q15,Because what determines if an object will sink or float is the weight of the object
4049,4535,Q15,Because what determines if an object will sink or float is the weight of the object
4050,4553,Q15,Because what determines if an object will sink or float is the weight of the object
4054,4549,Q15,Because what determines if an object will sink or float is the weight of the object
4058,4574,Q15,Because what determines if an object will sink or float is the weight of the object
4059,4560,Q15,Because what determines if an object will sink or float is the weight of the object
4062,4559,Q15,Because what determines if an object will sink or float is the weight of the object
4063,4531,Q15,Because what determines if an object will sink or float is the weight of the object
4064,4545,Q15,Because what determines if an object will sink or float is the weight of the object
4071,4314,Q15,Because what determines if an object will sink or float is the weight of the object
4076,4372,Q15,Because what determines if an object will sink or float is the weight of the object
4083,4648,Q15,Because what determines if an object will sink or float is the weight of the object
4087,4668C,Q15,Because what determines if an object will sink or float is the weight of the object
4090,4631,Q15,Because what determines if an object will sink or float is the weight of the object
4110,4586,Q15,Because what determines if an object will sink or float is the weight of the object
4114,4623,Q15,Because what determines if an object will sink or float is the weight of the object
4119,4610,Q15,Because what determines if an object will sink or float is the weight of the object
4120,4609,Q15,Because what determines if an object will sink or float is the weight of the object
4125,4613,Q15,Because what determines if an object will sink or float is the weight of the object
4128,4616,Q15,Because what determines if an object will sink or float is the weight of the object
4129,4595,Q15,Because what determines if an object will sink or float is the weight of the object
4137,4652,Q15,Because what determines if an object will sink or float is the weight of the object
4138,4419,Q15,Because what determines if an object will sink or float is the weight of the object
4145,4542,Q15,Because what determines if an object will sink or float is the weight of the object
4155,4653F,Q15,Because what determines if an object will sink or float is the weight of the object
4156,4657,Q15,Because what determines if an object will sink or float is the weight of the object
4157,4506,Q15,Because what determines if an object will sink or float is the weight of the object
4163,4707,Q15,Because what determines if an object will sink or float is the weight of the object
4168,4691,Q15,Because what determines if an object will sink or float is the weight of the object
4169,4693,Q15,Because what determines if an object will sink or float is the weight of the object
4171,4736,Q15,Because what determines if an object will sink or float is the weight of the object
4172,4771,Q15,Because what determines if an object will sink or float is the weight of the object
4176,4726,Q15,Because what determines if an object will sink or float is the weight of the object
4178,4716,Q15,Because what determines if an object will sink or float is the weight of the object
4182,4720,Q15,Because what determines if an object will sink or float is the weight of the object
4187,4727,Q15,Because what determines if an object will sink or float is the weight of the object
4191,4604,Q15,Because what determines if an object will sink or float is the weight of the object
4205,4755B,Q15,Because what determines if an object will sink or float is the weight of the object
4209,4754,Q15,Because what determines if an object will sink or float is the weight of the object
4210,4755,Q15,Because what determines if an object will sink or float is the weight of the object
4211,4742,Q15,Because what determines if an object will sink or float is the weight of the object
4214,4753,Q15,Because what determines if an object will sink or float is the weight of the object
4215,4743,Q15,Because what determines if an object will sink or float is the weight of the object
4225,4770,Q15,Because what determines if an object will sink or float is the weight of the object
4226,4775,Q15,Because what determines if an object will sink or float is the weight of the object
4238,4822,Q15,Because what determines if an object will sink or float is the weight of the object
4239,4821,Q15,Because what determines if an object will sink or float is the weight of the object
4244,4786,Q15,Because what determines if an object will sink or float is the weight of the object
4252,4756,Q15,Because what determines if an object will sink or float is the weight of the object
4273,4833,Q15,Because what determines if an object will sink or float is the weight of the object
4279,4827,Q15,Because what determines if an object will sink or float is the weight of the object
4295,4852,Q15,Because what determines if an object will sink or float is the weight of the object
4298,4871,Q15,Because what determines if an object will sink or float is the weight of the object
4304,4860,Q15,Because what determines if an object will sink or float is the weight of the object
4315,4879,Q15,Because what determines if an object will sink or float is the weight of the object
4316,4883,Q15,Because what determines if an object will sink or float is the weight of the object
4349,4923,Q15,Because what determines if an object will sink or float is the weight of the object
1634,4216,Q11,Bigger than
1635,4232,Q11,Bigger than
1636,4233,Q11,Bigger than
1639,4420,Q11,Bigger than
1640,4421,Q11,Bigger than
1642,4219,Q11,Bigger than
1645,4227,Q11,Bigger than
1649,4225,Q11,Bigger than
1651,4267,Q11,Bigger than
1661,4244,Q11,Bigger than
1671,4284,Q11,Bigger than
1673,4280,Q11,Bigger than
1684,4293F,Q11,Bigger than
1696,4283,Q11,Bigger than
1706,4319,Q11,Bigger than
1708,4296,Q11,Bigger than
1710,4036,Q11,Bigger than
1712,4301,Q11,Bigger than
1741,4362,Q11,Bigger than
1754,4392,Q11,Bigger than
1755,4380,Q11,Bigger than
1759,4382,Q11,Bigger than
1765,4406,Q11,Bigger than
1768,4407,Q11,Bigger than
1772,4397,Q11,Bigger than
1773,4416,Q11,Bigger than
1774,4429,Q11,Bigger than
1775,4442,Q11,Bigger than
1798,4447,Q11,Bigger than
1808,4239,Q11,Bigger than
1812,4467,Q11,Bigger than
1817,4479,Q11,Bigger than
1823,4482,Q11,Bigger than
1825,4498,Q11,Bigger than
1827,4513,Q11,Bigger than
1836,4488,Q11,Bigger than
1837,4478,Q11,Bigger than
1840,4509,Q11,Bigger than
1842,4499,Q11,Bigger than
1848,4341,Q11,Bigger than
1860,4562,Q11,Bigger than
1861,4563,Q11,Bigger than
